numPlayed,heuristicList,remainingTime
28,66.0;65.0;64.0;63.0;62.0;62.0;61.0;60.0;59.0;58.0;57.0;56.0;55.0;54.0;53.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;52.0;51.0;50.0;51.0;51.0,6500.0;6400.0;6300.0;6200.0;7177.777777777777;7404.347826086957;7304.347826086957;7093.333333333333;6857.142857142856;6626.315789473683;6410.092961487384;6209.876543209876;6024.39024390244;5851.633986928104;5532.031250000001;5415.064935064936;5418.592592592593;5501.941747572816;5642.672413793103;5827.390180878552;6047.605633802816;6297.677419354839;6573.710317460316;6987.234042553191;7300.469483568075;7516.2648666023815;7875.0;8251.242502142248
28,66.0;65.0;64.0;63.0;62.0;62.0;61.0;60.0;59.0;58.0;57.0;56.0;55.0;54.0;53.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;52.0;51.0;50.0;51.0;51.0,6500.0;6400.0;6300.0;6200.0;7177.777777777777;7404.347826086957;7304.347826086957;7093.333333333333;6857.142857142856;6626.315789473683;6410.092961487384;6209.876543209876;6024.39024390244;5851.633986928104;5532.031250000001;5415.064935064936;5418.592592592593;5501.941747572816;5642.672413793103;5827.390180878552;6047.605633802816;6297.677419354839;6573.710317460316;6987.234042553191;7300.469483568075;7516.2648666023815;7875.0;8251.242502142248
28,66.0;65.0;64.0;63.0;62.0;62.0;61.0;60.0;59.0;57.0;57.0;57.0;56.0;55.0;54.0;53.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;52.0,6500.0;6400.0;6300.0;6200.0;7177.777777777777;7404.347826086957;7304.347826086957;7093.333333333333;6404.69798657718;6328.282828282829;6522.807017543861;6572.727272727272;6530.62827225131;6433.049645390071;6303.664921465968;5993.22033898305;5874.377224199287;5873.006134969323;5950.943396226416;6086.538461538461;6266.594360086769;6482.608695652176;6728.856624319418;7001.342281879193;7297.191887675506;7614.285714285716;7951.025991792067;8430.434782608696
28,66.0;65.0;64.0;63.0;63.0;62.0;61.0;60.0;59.0;58.0;57.0;56.0;55.0;54.0;53.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;52.0;51.0;50.0;51.0,6500.0;6400.0;6300.0;7825.0;8024.691358024691;7772.727272727272;7432.35294117647;7106.666666666666;6817.021276595748;6562.5;6337.270341207348;6135.365853658535;5951.807228915662;5782.687338501292;5470.6336939721805;5357.3264781491;5362.449578291164;5446.153846153848;5586.421861656702;5770.097286226319;5988.83461270063;6237.084398976984;6511.012782694199;6807.886089813801;7239.906832298138;7570.736434108527;7802.024291497975;8175.191163976209
28,66.0;65.0;64.0;63.0;63.0;62.0;61.0;60.0;59.0;58.0;57.0;56.0;55.0;54.0;53.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;52.0;51.0;50.0;51.0;51.0,6500.0;6400.0;6300.0;7825.0;8024.691358024691;7772.727272727272;7432.35294117647;7106.666666666666;6817.021276595748;6562.5;6337.270341207348;6135.365853658535;5951.807228915662;5782.687338501292;5470.6336939721805;5357.3264781491;5362.449578291164;5446.153846153848;5586.421861656702;5770.097286226319;5988.83461270063;6237.084398976984;6511.012782694199;6920.3107658157605;7231.127197518097;7446.207775653282;7802.024291497975;8175.191163976209
27,66.0;65.0;64.0;63.0;62.0;62.0;61.0;60.0;59.0;57.0;57.0;57.0;56.0;55.0;54.0;53.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;52.0;51.0,6500.0;6400.0;6300.0;6200.0;7177.777777777777;7404.347826086957;7304.347826086957;7093.333333333333;6404.69798657718;6328.282828282829;6522.807017543861;6572.727272727272;6530.62827225131;6433.049645390071;6303.664921465968;5993.22033898305;5874.377224199287;5873.006134969323;5950.943396226416;6086.538461538461;6266.594360086769;6482.608695652176;6728.856624319418;7001.342281879193;7297.191887675506;7734.3175853018365;8064.298892988931
11,66.0;65.0;64.0;63.0;63.0;62.0;61.0;60.0;59.0;58.0;57.0;2.147483647E9,6500.0;6400.0;6300.0;7825.0;8024.691358024691;7772.727272727272;7432.35294117647;7106.666666666666;6817.021276595748;6562.5;998900.0
6,66.0;64.0;63.0;62.0;62.0;62.0;62.0,3200.0;4188.888888888889;4753.846153846154;6140.0;7938.271604938271;10076.470588235294
6,66.0;64.0;63.0;62.0;62.0;62.0;62.0,3200.0;4188.888888888889;4753.846153846154;6140.0;7938.271604938271;10076.470588235294
6,66.0;64.0;63.0;62.0;62.0;62.0;62.0,3200.0;4188.888888888889;4753.846153846154;6140.0;7938.271604938271;10076.470588235294
5,66.0;65.0;64.0;63.0;63.0;63.0,6500.0;6400.0;6300.0;7825.0;9931.81818181818
