numPlayed,heuristicList,remainingTime
393,33.0;31.0;23.0;22.0;25.0;26.0;26.0;27.0;27.0;24.0;24.0;25.0;24.0;25.0;21.0;21.0;23.0;22.0;23.0;22.0;22.0;23.0;21.0;16.0;22.0;23.0;23.0;23.0;21.0;24.0;24.0;24.0;19.0;24.0;24.0;20.0;22.0;23.0;25.0;25.0;25.0;25.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;21.0;24.0;25.0;25.0;26.0;26.0;26.0;26.0;26.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;26.0;27.0;27.0;28.0;28.0;28.0;28.0;28.0;28.0;27.0;26.0;27.0;28.0;28.0;22.0;19.0;18.0;21.0;22.0;20.0;23.0;21.0;22.0;22.0;21.0;23.0;23.0;23.0;23.0;23.0;24.0;24.0;21.0;22.0;20.0;24.0;24.0;24.0;21.0;23.0;23.0;24.0;25.0;25.0;25.0;24.0;25.0;24.0;25.0;25.0;19.0;21.0;23.0;23.0;24.0;25.0;24.0;22.0;24.0;24.0;24.0;25.0;25.0;25.0;18.0;25.0;25.0;22.0;25.0;24.0;25.0;25.0;25.0;25.0;21.0;25.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;24.0;19.0;25.0;23.0;22.0;25.0;23.0;26.0;22.0;24.0;25.0;26.0;26.0;26.0;26.0;23.0;24.0;24.0;20.0;21.0;23.0;21.0;25.0;25.0;26.0;26.0;26.0;26.0;23.0;23.0;26.0;26.0;22.0;24.0;25.0;26.0;23.0;21.0;25.0;26.0;19.0;25.0;26.0;26.0;26.0;26.0;25.0;26.0;25.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;26.0;26.0;21.0;26.0;26.0;20.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;25.0;20.0;19.0;21.0;25.0;25.0;25.0;18.0;21.0;23.0;24.0;26.0;24.0;24.0;25.0;22.0;25.0;22.0;22.0;18.0;20.0;16.0;19.0;21.0;22.0;22.0;21.0;23.0;24.0;19.0;19.0;17.0;23.0;24.0;17.0;22.0;20.0;23.0;22.0;22.0;18.0;21.0;21.0;20.0;22.0;22.0;20.0;22.0;23.0;22.0;22.0;23.0;23.0;19.0;23.0;23.0;23.0;23.0;21.0;22.0;22.0;21.0;21.0;21.0;19.0;20.0;18.0;17.0;16.0;16.0;15.0;16.0;16.0;16.0;17.0;17.0;17.0;15.0;15.0;16.0;15.0;16.0;14.0;15.0;16.0;12.0;15.0;15.0;12.0;15.0;16.0;16.0;14.0;16.0;15.0;15.0;16.0;15.0;16.0;16.0;16.0;15.0;15.0;16.0;16.0;15.0;16.0;16.0;16.0;16.0;16.0;16.0;15.0;16.0;16.0;12.0;16.0;16.0;16.0;16.0;14.0;16.0;17.0;16.0;17.0;17.0;17.0;14.0;14.0;15.0;15.0;15.0;15.0;15.0;15.0;16.0;16.0;16.0;16.0;16.0;2.147483647E9,1550.0;480.0;514.6341463414633;872.0;1478.3950617283951;2265.5172413793102;3716.363636363636;5753.846153846154;5281.578947368422;5260.000000000002;6051.622418879056;6237.68115942029;7193.333333333334;5859.021406727829;5253.4965034965035;5565.217391304347;5595.644444444444;6007.317073170732;6129.956896551724;6305.019305019305;6824.682395644284;6747.133757961785;5581.707317073171;5964.976958525347;6590.909090909092;7249.0882567469;7939.594450373532;8080.314960629923;9133.465608465609;10276.0;11512.500000000002;10747.785547785546;12017.32979664014;13390.16100178891;12933.60107095047;13440.923076923078;14426.63125948406;16537.037037037044;18935.44093178037;21667.83216783217;24790.024554941676;29699.59432048681;35851.128668171565;43721.96776929601;54067.78425655974;68160.06825938569;88316.80384087792;119258.0310880829;91282.10922787197;97924.58808618505;116688.7234042554;140852.17391304346;203630.0546448087;336985.71428571444;806224.1379310343;994400.0;994300.0;994200.0;994100.0;994000.0;993900.0;993800.0;993700.0;993600.0;993500.0;993400.0;993300.0;993200.0;993100.0;993000.0;992900.0;992800.0;992700.0;992600.0;992500.0;992400.0;992300.0;992200.0;992100.0;992000.0;991900.0;991800.0;991700.0;991600.0;991500.0;991400.0;991300.0;991200.0;991100.0;991000.0;990900.0;990800.0;990700.0;990600.0;990500.0;990400.0;990300.0;990200.0;990100.0;990000.0;989900.0;989800.0;989700.0;605023.1433506042;588626.2254901958;574199.5348837206;561458.038348082;408189.6226415096;374593.600562588;347563.6132315523;348316.75977653655;375170.8712613783;404897.38339021604;437950.0000000002;436182.0083682007;472441.27450980403;469662.29508196743;509461.4457831324;554266.4804469274;372469.96838777664;313579.83485441084;300149.7560975609;288454.3337151584;291582.2155237378;309516.38065522624;312538.15384615376;287107.8892733564;290471.8650250798;293862.4070317782;297279.41176470596;314727.3114565344;333505.21801286645;353757.349129952;273794.56051195174;288768.32460732985;304780.323935213;284556.889133022;299974.9292586304;303761.3853056647;320404.85829959525;338228.8358208954;357352.0666255398;377909.66815571155;334542.1432537479;352885.9598853868;389827.2277227724;433312.2394082045;485206.77466863027;548159.9674532145;626063.636363636;724877.754891864;854214.7268408542;984700.0;984600.0;984500.0;984400.0;984300.0;984200.0;984100.0;984000.0;983900.0;983800.0;983700.0;983600.0;983500.0;983400.0;983300.0;983200.0;983100.0;983000.0;982900.0;982800.0;982700.0;982600.0;982500.0;982400.0;982300.0;982200.0;982100.0;982000.0;981900.0;981800.0;981700.0;981600.0;981500.0;981400.0;981300.0;981200.0;981100.0;981000.0;980900.0;980800.0;980700.0;980600.0;980500.0;980400.0;980300.0;980200.0;980100.0;980000.0;979900.0;979800.0;979700.0;979600.0;979500.0;979400.0;979300.0;979200.0;979100.0;979000.0;978900.0;978800.0;978700.0;978600.0;978500.0;978400.0;978300.0;978200.0;978100.0;978000.0;977900.0;977800.0;977700.0;977600.0;977500.0;977400.0;977300.0;977200.0;977100.0;977000.0;976900.0;976800.0;976700.0;976600.0;976500.0;976400.0;976300.0;976200.0;976100.0;976000.0;975900.0;975800.0;975700.0;975600.0;975500.0;975400.0;975300.0;975200.0;975100.0;975000.0;974900.0;974800.0;974700.0;974600.0;974500.0;974400.0;974300.0;974200.0;974100.0;974000.0;973900.0;973800.0;973700.0;973600.0;973500.0;973400.0;973300.0;973200.0;973100.0;973000.0;972900.0;972800.0;972700.0;972600.0;972500.0;972400.0;972300.0;972200.0;972100.0;972000.0;971900.0;971800.0;971700.0;971600.0;971500.0;971400.0;971300.0;922666.6666666664;830761.2594113625;812579.2308967346;776930.7734589714;744885.377499254;659386.1375314313;625645.6924216243;595708.180388044;559508.2491765302;545007.4794276429;531508.8145896657;503568.9302665206;492632.74540585466;489239.8437499999;479244.54048333026;469841.300994172;467156.8461928079;464580.05516744324;439060.0905259872;437178.39876828337;435373.0264823536;433641.0395742767;431979.65675395774;420367.77817446156;414240.06696428574;408410.90202495374;398469.9021225119;389168.20622642717;380447.8581613043;364893.77853881277;354129.3481970196;337857.58343667444;320404.2293615292;302349.8604318263;286390.06878568546;270179.0242014915;257640.0;246334.77722772275;236090.71095782658;228183.82781295246;220879.1728212703;214111.220929919;205479.66688297642;197593.6621072089;191366.339962391;184637.3392612859;179312.58094357076;172672.10112786718;167334.68599506197;163105.18837178982;156347.64816912037;152092.9299796057;148103.99132874276;142612.94446881363;139176.50602409642;136461.52448687714;133881.0109392682;130450.27725417711;128149.9356223176;125504.69927924636;122992.71688682621;121022.22656704995;118731.66742488247;116940.31134846038;115223.31393625488;113576.33506438546;111636.1365914974;109780.96646870582;108342.74855987195;106959.12238717466;105306.44143770228;104032.85342686754;102805.34544968593;101621.61384421322;100479.50666425427;99377.01139195444;98312.24382553858;97010.63803643288;96023.04490902051;95067.90878058373;93127.1219508411;92256.87560557506;91414.02771185103;90597.42275602993;89805.96978851967;88580.02848833757;87845.80796252929;87354.7720025678;86658.75755498794;86198.26224328594;85750.42301871847;85314.83552086318;84270.05883089246;83260.37833081339;82481.50093952524;81725.94289153932;80992.75769133927;80281.0497504428;79589.97101028258;78918.71783040886;78445.54804532128;77984.87216437947;77536.28550139484;77099.4009538461;76673.84805812483;960700.0
49,32.0;31.0;24.0;24.0;22.0;26.0;26.0;27.0;26.0;22.0;23.0;24.0;22.0;23.0;22.0;20.0;23.0;23.0;24.0;24.0;18.0;18.0;24.0;24.0;21.0;24.0;25.0;25.0;25.0;25.0;25.0;25.0;26.0;26.0;26.0;23.0;22.0;24.0;25.0;24.0;25.0;26.0;26.0;26.0;26.0;18.0;25.0;26.0;26.0;26.0,3100.0;625.0;745.1612903225805;785.1851851851852;1377.1929824561403;2166.666666666667;3624.999999999999;4888.888888888889;3840.0;3853.8461538461534;4360.626398210291;4197.916666666666;4503.153153153153;4549.122807017544;4175.0;4668.852459016393;5192.517006802721;6060.000000000001;7003.921568627449;5922.885572139303;5302.710843373494;6206.666666666666;7206.199186991869;7318.232044198896;8430.962343096235;10088.30409356725;12020.737327188937;14276.37540453075;16914.188034188035;20007.24637681159;23647.206165703275;30073.421439060206;38878.92030848329;51503.70370370371;49717.94871794871;44318.18181818181;47882.352941176476;56691.13300492611;60798.04400977993;72365.59139784948;99292.5170068027;146196.2962962963;246969.56521739144;611746.6666666677;112157.8947368421;136004.63576158957;204920.0;368537.49999999965;995100.0
34,32.0;31.0;27.0;22.0;23.0;25.0;23.0;26.0;20.0;23.0;22.0;24.0;15.0;22.0;22.0;23.0;22.0;21.0;24.0;24.0;21.0;24.0;24.0;19.0;24.0;24.0;25.0;25.0;25.0;25.0;26.0;26.0;26.0;26.0;26.0,3100.0;1100.0;673.5294117647059;800.0;1208.3333333333333;1402.3255813953488;2172.4137931034484;1845.0980392156857;2181.645569620253;2384.210526315789;3001.166666666667;2155.9748427672953;2505.797101449275;2882.7956989247314;3455.729166666666;3883.495145631068;4132.822757111598;5086.607142857143;6184.73804100228;6363.26530612245;7639.958158995814;9097.424892703862;8264.90919742238;9784.057971014492;11514.018691588788;14285.90785907859;17745.43429844098;22117.241379310348;27732.41505968778;38941.37931034481;58085.71428571428;97251.8518518519;218233.80281690112;996600.0
31,32.0;30.0;24.0;26.0;27.0;28.0;29.0;29.0;24.0;17.0;23.0;21.0;21.0;24.0;24.0;24.0;25.0;25.0;26.0;26.0;26.0;26.0;25.0;26.0;27.0;27.0;26.0;27.0;27.0;27.0;27.0;27.0,1500.0;616.6666666666667;1016.6666666666667;1785.7142857142858;3358.0246913580245;7540.000000000001;17823.076923076922;6817.391304347827;2640.845070422535;2747.191011235955;2580.649717514124;2552.3809523809514;3036.102236421726;3561.847389558232;4129.62962962963;5003.389830508475;5980.952380952382;7503.508771929826;9319.877675840979;11480.769230769229;14047.13804713804;15747.36842105263;19081.481481481485;25429.032258064515;34555.28846153848;41729.55326460481;59635.29411764707;91349.99999999997;160834.27230046949;423033.3333333318;996900.0
28,31.0;30.0;24.0;25.0;27.0;28.0;29.0;29.0;19.0;22.0;21.0;21.0;24.0;24.0;25.0;25.0;26.0;26.0;24.0;26.0;22.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;28.0,3000.0;709.5238095238094;995.8333333333333;1907.6923076923076;3934.782608695652;10785.714285714284;46479.99999999999;3845.6140350877195;3180.0;2775.862068965517;2648.684210526316;3156.0975609756097;3707.954545454546;4579.601990049751;5562.5;7138.461538461537;9048.387096774193;9688.235294117649;12092.248062015506;10950.617283950616;14626.315789473683;19719.512195121948;27044.444444444445;38171.42857142858;56569.767441860466;91722.22222222229;182117.64705882358;997200.0
21,31.0;28.0;26.0;27.0;25.0;23.0;22.0;23.0;21.0;24.0;22.0;24.0;25.0;25.0;26.0;26.0;27.0;27.0;27.0;23.0;27.0;27.0,933.3333333333335;1033.3333333333333;1850.0;1907.6923076923076;1694.4444444444443;1615.7894736842104;1869.0721649484535;1848.7562189054725;2414.583333333333;2626.4367816091954;3326.190476190476;4449.438202247191;5812.643678160919;8202.564102564105;11507.246376811594;18815.384615384613;33910.95238095237;78933.33333333336;41848.71794871792;95983.33333333328;997900.0
21,32.0;31.0;15.0;21.0;20.0;23.0;23.0;22.0;21.0;24.0;24.0;19.0;21.0;22.0;24.0;21.0;22.0;24.0;25.0;25.0;25.0;25.0,3100.0;205.88235294117646;355.1020408163265;500.0000000000001;900.462962962963;1436.8421052631581;1906.8965517241381;2216.352201257862;3456.1224489795904;5188.888888888889;4234.063260340633;4580.000000000002;5429.411764705884;7700.0;7868.715083798881;8926.315789473683;12334.33133732535;19766.66666666668;34960.00000000002;79666.66666666666;997900.0
19,34.0;23.0;21.0;16.0;22.0;18.0;22.0;22.0;21.0;24.0;21.0;23.0;22.0;24.0;24.0;24.0;19.0;24.0;24.0;25.0,209.09090909090907;300.0;269.6428571428571;548.3870967741935;638.2575757575755;1086.6666666666667;1681.5217391304345;2201.3071895424837;3878.823529411764;4479.591836734694;6600.0;8195.652173913044;14092.753623188406;26650.724637681153;65956.52173913043;22000.00000000001;40974.35897435895;106100.0000000001;998100.0
19,32.0;22.0;27.0;28.0;22.0;24.0;24.0;25.0;26.0;26.0;25.0;26.0;26.0;27.0;19.0;27.0;27.0;27.0;27.0;27.0,220.0;980.0;3742.8571428571427;1671.4285714285716;2068.376068376068;2563.9999999999995;3616.666666666667;5733.333333333334;8732.608695652176;10307.692307692309;15017.730496453898;21599.999999999985;48100.00000000001;11290.9604519774;18005.434782608696;30690.90909090908;61058.333333333365;207814.28571428586;998100.0
19,32.0;22.0;22.0;21.0;22.0;20.0;22.0;23.0;22.0;19.0;23.0;22.0;24.0;22.0;24.0;20.0;24.0;24.0;25.0;25.0,220.0;406.66666666666663;584.8484848484848;933.3333333333333;1079.234972677596;1594.1176470588234;2491.1764705882356;3214.0350877192986;2894.5945945945946;4179.245283018869;5195.535714285714;8157.446808510638;9418.627450980393;14779.674796747968;11790.983606557376;18008.163265306124;28831.081081081084;80287.50000000003;998100.0
