numPlayed,heuristicList,remainingTime
51,27.0;21.0;20.0;17.0;16.0;16.0;15.0;14.0;10.0;10.0;10.0;10.0;8.0;8.0;9.0;8.0;8.0;9.0;9.0;8.0;9.0;7.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;6.0;7.0;7.0;7.0;7.0;1.0;1.0,350.0;547.6190476190476;535.483870967742;576.9230769230769;684.9315068493149;756.0000000000002;794.0298507462687;640.0;579.699248120301;560.2409638554218;563.8190954773868;513.1147540983607;485.81314878892726;504.48521916411823;499.3288590604029;503.3492822966505;546.1172161172158;593.9024390243899;612.163416898793;670.7246376811595;661.818181818182;593.2584269662921;539.0397978521792;495.52238805970137;460.28406102051486;431.6504854368927;408.4272194682285;417.02127659574444;428.2009942227596;441.80704441041325;457.7105359095881;475.8060774762239;496.0066555740441;518.2397959183681;542.4446485052549;568.5697469099487;596.5712666477757;626.4116575591988;658.0585597467689;657.2438162544158;693.0188986640596;695.4033771106942;735.1012975187796;776.4705882352946;819.5011825413885;902.70384452894;988.7205037713647;1077.551020408162;1169.1952638972516;1004.783202882345;858.7232562184718
11,25.0;21.0;20.0;17.0;17.0;15.0;15.0;14.0;13.0;13.0;14.0;14.0,525.0;780.0;680.0;800.0;782.051282051282;855.5555555555559;889.3442622950818;892.1810699588475;938.6138613861385;1086.2068965517242;1251.1450381679392
10,23.0;20.0;19.0;16.0;15.0;13.0;14.0;13.0;14.0;13.0;14.0,666.6666666666667;933.3333333333333;736.3636363636365;730.0;659.3137254901962;766.666666666667;823.5294117647059;1000.0;1102.9411764705883;1331.5789473684208
4,24.0;22.0;20.0;19.0;19.0,1100.0;1000.0;1100.0;1400.0000000000002
3,25.0;20.0;20.0;22.0,400.0;766.6666666666666;2266.666666666667
3,27.0;21.0;21.0;22.0,350.0;666.6666666666667;1366.6666666666667
3,25.0;22.0;20.0;21.0,733.3333333333334;793.3333333333333;1421.4285714285716
3,25.0;21.0;20.0;20.0,525.0;780.0;1193.7499999999998
2,22.0;20.0;19.0,1000.0;1255.5555555555554
1,22.0;21.0,2100.0
1,2.147483647E9;2.147483647E9,999900.0
