numPlayed,heuristicList,remainingTime
20,16.0;15.0;13.0;12.0;11.0;10.0;9.0;8.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;2.147483647E9,1500.0;877.7777777777776;850.0;830.7692307692307;794.5736434108528;742.4242424242427;678.125;604.9751243781093;525.4143646408841;491.2280701754387;481.3333333333335;486.9565217391305;503.79403794037944;529.4871794871794;562.6349892008639;602.3529411764703;648.0550568521844;699.3377483443705;755.9139784946237;998000.0
1,16.0;16.0,999900.0
1,16.0;16.0,999900.0
1,16.0;15.0,1500.0
1,16.0;15.0,1500.0
1,16.0;15.0,1500.0
1,16.0;16.0,999900.0
1,16.0;15.0,1500.0
1,16.0;15.0,1500.0
1,16.0;16.0,999900.0
1,16.0;15.0,1500.0
