numPlayed,heuristicList,remainingTime
235,120.0;118.0;107.0;107.0;107.0;107.0;107.0;107.0;107.0;107.0;107.0;107.0;107.0;107.0;107.0;107.0;107.0;101.0;100.0;100.0;99.0;99.0;99.0;100.0;101.0;101.0;101.0;101.0;99.0;101.0;101.0;100.0;100.0;101.0;99.0;101.0;98.0;100.0;99.0;101.0;101.0;101.0;99.0;101.0;101.0;101.0;100.0;101.0;100.0;100.0;99.0;101.0;99.0;101.0;100.0;101.0;99.0;93.0;94.0;94.0;94.0;94.0;94.0;93.0;93.0;93.0;96.0;94.0;94.0;93.0;94.0;94.0;93.0;93.0;96.0;93.0;96.0;94.0;94.0;94.0;93.0;96.0;94.0;96.0;94.0;96.0;96.0;94.0;93.0;93.0;96.0;94.0;96.0;96.0;94.0;96.0;96.0;96.0;93.0;93.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;94.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;94.0;93.0;93.0;96.0;96.0;96.0;93.0;93.0;93.0;96.0;96.0;96.0;94.0;96.0;96.0;97.0;97.0;97.0;96.0;96.0;96.0;93.0;96.0;97.0;98.0;96.0;98.0;98.0;98.0;94.0;94.0;94.0;96.0;97.0;93.0;94.0;97.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;89.0;92.0;92.0;91.0;92.0;91.0;91.0;92.0;92.0;92.0;91.0;90.0;86.0;88.0;86.0;88.0;86.0;86.0;86.0;86.0;88.0;88.0;86.0;89.0;86.0;86.0;86.0;88.0;88.0;89.0;86.0;86.0;88.0;86.0;86.0;86.0;88.0;89.0;89.0;89.0;89.0;86.0;86.0;89.0;89.0;89.0;89.0;89.0;89.0;88.0;86.0;86.0;2.147483647E9,5900.0;1669.230769230769;2110.0;2821.6216216216217;3714.2857142857138;4768.852459016393;5978.76712328767;7341.176470588236;8854.639175257733;10518.34862385321;12331.818181818184;14294.736842105263;16406.896551724134;18668.152866242035;21078.40236686391;23637.56906077348;20595.081967213115;18505.063291139242;17423.19587628866;16498.581560283692;16027.083333333332;15840.69400630915;16132.647267565651;16805.766710353862;17531.95374315277;18306.363636363636;19125.359616409165;19388.292682926833;20315.627405696687;21278.94736842105;21965.787304204452;22695.282529808188;23780.074487895716;24251.988834612705;25415.854887470607;25629.912390488116;26547.859922178985;27171.509648127125;28489.30834940755;29839.314408141407;31221.51601979682;31896.22641509433;33347.6397966594;34831.77452369706;36348.62808392899;37477.797592510025;39061.835222319096;40234.02279442804;41432.46726677578;42204.53354297694;43924.64327034324;44729.84409799555;46518.03428154631;47843.130990415346;49700.645836969816;50549.0566037736;48515.48188126446;47292.9472477064;46301.080308914796;45498.366423724554;44852.94117647058;44339.94034302759;43620.01263956183;43035.03184713376;42564.720492988745;43035.316663624755;42968.84171907758;42958.630703077004;42735.79259022165;42833.89804404743;42971.99257884973;42900.42747221431;42878.31061176954;43612.23888591323;43642.25806451613;44414.59964637534;44724.080199273165;45057.18363463368;45412.44655032937;45559.63302752292;46419.59017744328;46827.3777682679;47714.271693219074;48144.87494874948;49057.877489286606;49981.50940900221;50437.67610748003;50674.57627118644;50934.914089347076;51915.44715447155;52432.03162963289;53436.43282498184;54451.287452177305;54987.86399596027;56026.258220837655;57075.108668908375;58134.40903753492;58439.92042789767;58765.144555525534;59862.27681977721;60969.968950736045;62088.218626500646;63217.0236295941;64356.381841158756;65506.29123553376;66666.7498751872;67837.75590597477;68448.75987252321;69642.5216824929;70846.88199769286;72061.83967491688;73287.39361702127;74523.54277062831;75770.28612396531;77027.62270483076;78295.55157867826;79574.0718468112;80863.18264467991;82162.88314027515;83812.25296442688;85478.75149691405;87162.38778625953;88863.17067986519;90581.10882956878;92316.2106970179;94068.48455886747;95837.93851180752;97624.58047742852;99428.41820692897;101249.45928567254;101824.16498993963;102000.47326609948;102202.7454013147;103656.22261174409;105120.1857786952;106594.63419890097;106806.1282735657;107041.8019606826;107300.56779121578;108822.65238047102;110355.51430936316;111899.1535129214;112590.1429073924;114156.00818633658;115732.7221268052;117767.51510476923;119821.7522876288;121895.45780883549;123514.3815543516;125144.04700108539;126784.45407685099;126980.46077573631;128643.4151249743;130810.83656257123;133505.01261704977;135199.41115187752;137953.19452625857;140744.09289394558;143572.36883870675;144189.93963782696;144822.96820567106;145471.02962286316;147239.97536520014;149585.0089779501;149671.9133971698;150345.3587556448;152727.28441655025;155713.61075170085;158739.7017356977;161805.86448142267;164912.40715556024;168059.63898312184;171247.87025199286;174477.4123175029;177748.57760702062;181061.679624571;184417.03295547754;187814.95327102786;191255.75733316486;194739.76299919884;198267.28922654846;201838.6560775037;198129.74463738507;196971.69826413877;195893.42186010684;194152.89686030056;193241.8623830856;191690.75810863628;190237.9291816667;189550.41839533087;188916.97304450386;188334.85911911298;187158.40943051636;185430.83825214588;181405.0026609899;178810.62819576333;175281.04869575455;173048.5635644246;169933.80199505406;167026.77448337828;164309.47371175842;161765.9274706271;160254.61512967103;158830.36608488506;156657.04953728904;155822.45732202998;153851.1212488255;151994.92977652152;150245.6782008039;149317.91852525214;148442.98086397347;147967.9767103348;146495.08020110126;145102.95851059677;144438.60389299077;143171.91348753383;141973.13682584633;140838.24366689488;140363.0208148647;140215.9567771716;140088.95318087222;139981.27679847545;139892.23330311273;138964.17962914138;138084.374090012;138075.31029855757;138081.57984686902;138102.68796260227;138138.1638496352;138187.55925311917;138250.44712636768;138061.8277257966;137370.89925871915;136715.8368119809;976500.0
108,120.0;118.0;118.0;106.0;106.0;107.0;107.0;104.0;104.0;104.0;104.0;104.0;104.0;104.0;104.0;99.0;99.0;99.0;98.0;100.0;100.0;100.0;99.0;99.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;101.0;101.0;101.0;101.0;100.0;100.0;99.0;100.0;101.0;101.0;101.0;100.0;99.0;99.0;101.0;101.0;100.0;100.0;101.0;101.0;99.0;100.0;101.0;101.0;101.0;98.0;101.0;101.0;101.0;99.0;101.0;101.0;101.0;101.0;101.0;101.0;101.0;101.0;101.0;101.0;101.0;100.0;100.0;100.0;101.0;101.0;100.0;101.0;100.0;99.0;100.0;101.0;102.0;102.0;100.0;99.0;101.0;99.0;101.0;101.0;99.0;101.0;101.0;101.0;101.0;99.0;99.0;98.0;101.0;99.0;98.0;99.0;101.0;101.0;100.0;100.0;101.0,5900.0;11766.666666666666;2599.9999999999995;2640.0;3234.5132743362833;3984.9315068493142;4301.5;4796.850393700787;5410.714285714286;6118.78453038674;6909.375;7776.170212765959;8715.458015267177;9724.913494809687;9547.383309759547;9603.827751196175;9810.673575129535;9939.928057553958;10536.36363636364;11179.949874686718;11866.921473245311;12397.070063694271;12974.289633548891;13796.017699115044;14652.741514360314;15543.850972634355;16468.858619069986;17427.370304114495;18419.06387821881;19443.673469387755;20500.97770825186;21879.63525835866;23303.176948651642;24771.603163191947;26284.914245712283;27475.87601078167;28698.73335498539;29570.466749277162;30863.51108448173;32597.417840375587;34379.250527122866;36209.019165727164;37605.32641354821;38548.594377510046;39526.79245283018;41532.0792079208;43588.44498578969;45139.118065433846;46720.27245439854;48920.11834319525;51172.402961633394;52195.67474048443;53890.4178978472;56282.07586494373;58728.1803211198;61228.79219194794;61538.37638376384;64124.20284287361;66766.52099562986;69465.41353383458;70527.71412984178;73321.26995558756;76172.8293813514;79082.4858757062;82050.32931165122;85076.44613785937;88160.9195402299;91303.82959438024;94505.25340966495;97765.26526526528;101083.93673885491;104461.3368283093;106576.25160462133;108721.04821802938;110895.49938347719;114472.96636085624;118111.44316343042;120336.83427551325;124083.53757566813;126348.01081498648;127115.89376053962;129458.37703560581;133393.31779331784;139048.78721058433;144882.670730018;147234.94696763667;147832.2465681098;152070.7425872474;152692.20834395447;157024.7148288973;161424.64078648854;162013.3300661602;166507.48415407113;171070.65243754545;175703.00434362935;180404.70588235292;180834.9054401121;181350.47337726277;179902.55007113927;184720.88966419536;185397.09852269109;184123.88182191216;184993.52964743588;189929.49793581036;194943.37649402392;197877.43267151562;200838.1418962618;206031.19798722662
91,120.0;118.0;118.0;108.0;106.0;106.0;108.0;107.0;104.0;104.0;104.0;104.0;104.0;104.0;104.0;104.0;104.0;104.0;104.0;101.0;102.0;101.0;102.0;102.0;102.0;102.0;101.0;102.0;101.0;103.0;101.0;102.0;102.0;103.0;103.0;102.0;102.0;102.0;102.0;101.0;103.0;101.0;102.0;102.0;102.0;101.0;103.0;101.0;101.0;102.0;103.0;103.0;102.0;103.0;102.0;102.0;103.0;103.0;103.0;102.0;101.0;103.0;103.0;101.0;103.0;103.0;103.0;103.0;103.0;103.0;102.0;103.0;103.0;103.0;102.0;102.0;102.0;102.0;103.0;103.0;103.0;103.0;101.0;103.0;103.0;103.0;103.0;103.0;103.0;103.0;103.0;103.0,5900.0;11766.666666666666;3072.2222222222226;2800.0;3149.4252873563223;4055.5555555555557;4876.536312849162;5174.229691876751;5655.555555555556;6258.426966292134;6956.0642570281125;7735.021097046414;8587.80487804878;9509.909909909911;10498.463901689709;11551.549295774648;12667.837017771999;13846.3768115942;14097.033898305082;14780.76923076923;15223.94122731201;16057.188498402556;16942.36575105172;17876.282940360605;18856.53871177619;19541.817450743867;20623.458904109586;21392.956243329776;22934.64052287582;23757.032007759455;25010.023201856147;26301.779359430606;28059.0554592721;29873.479729729726;31260.31939369333;32685.2228303362;34147.94572182435;35648.2775351771;36647.1894517696;38788.82833787466;39825.07595486112;41483.070120025266;43178.06748466258;44909.998012323595;46038.36243916404;48513.107344632765;49672.39880467264;50870.53898482471;52799.565661727145;55500.505561172904;58275.387693846926;60303.225806451606;63213.154286636025;65306.622516556294;67436.38676844783;70544.3374598808;73730.01590547603;76993.69369369368;79239.59159688557;80428.02385008518;83875.0;87403.35570469798;88579.10750507099;92231.42626913782;95967.55368814191;99787.83783783783;103692.61744966444;107682.22222222225;111756.97312037396;114305.2691867125;118527.30032251946;122836.19909502262;127232.28405471239;129857.94758755818;132518.91551071877;135214.98762813717;137945.9786065337;142676.4584052468;147499.22720247298;152414.673046252;157423.176330556;157988.37668752062;163118.60350762168;168344.51697127934;173666.53127538587;179085.0533807829;184600.48316959257;190213.21359846054;195923.63084783647;201732.1144674086;207639.03751780908
39,120.0;118.0;108.0;108.0;110.0;108.0;109.0;109.0;109.0;110.0;110.0;109.0;110.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;110.0;110.0;110.0;110.0;110.0;109.0;110.0;109.0,5900.0;1822.2222222222222;2317.3913043478265;3560.0;4416.666666666667;5825.490196078431;7437.5;9252.173913043478;11997.959183673469;15128.205128205129;17433.333333333336;21282.608695652172;23875.60975609756;26655.752212389383;29619.433198380564;32764.17910447761;36088.23529411765;39590.32258064516;43269.486404833835;47125.0;51156.300268096515;55362.944162436535;59744.57831325302;64300.91743119266;69031.72866520786;73936.82008368199;79016.03206412825;84269.23076923077;89696.30314232902;95297.15302491102;101071.69811320755;113128.20512820513;126305.88235294117;140692.0;156380.95238095237;173475.00000000012;179089.3501805054;198055.7195571956;203521.96836555356
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
