numPlayed,heuristicList,remainingTime
27,32.0;27.0;26.0;24.0;25.0;24.0;25.0;23.0;22.0;22.0;22.0;23.0;22.0;22.0;23.0;23.0;23.0;23.0;22.0;23.0;23.0;22.0;22.0;22.0;22.0;20.0;21.0;2.147483647E9,54.0;84.44444444444444;94.0;137.64705882352942;167.01388888888886;231.4285714285714;242.30769230769232;241.48148148148147;253.91304347826087;273.8095238095239;320.9803921568627;347.1559633027523;377.4698795180723;438.0701754385965;503.1802120141342;572.8;646.9295478443743;682.1590909090909;765.1630434782611;852.9513888888889;891.2114014251783;933.3187772925767;978.8552188552189;1027.5187969924814;978.1906300484652;990.5490196078429;999730.0
20,32.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;27.0;26.0;25.0;25.0;25.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0,43.333333333333336;83.33333333333334;137.77777777777777;206.66666666666666;290.0;387.7777777777778;500.0;763.3333333333335;892.3404255319149;862.5;877.7366255144033;917.1428571428569;864.296875;851.5189873417722;860.9042553191489;884.4036697247707;917.8629032258066;958.9208633093524;1006.1363636363635;1058.5798816568047
18,32.0;27.0;26.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0,54.0;84.44444444444444;110.0;148.75;197.22222222222223;254.61538461538453;320.64516129032256;395.18518518518516;478.17073170731703;569.5652173913044;669.3464052287582;694.193548387097;731.917808219178;778.8888888888889;833.157894736842;893.5849056603772;959.4586894586894;1030.3125
17,32.0;26.0;26.0;25.0;25.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0,43.333333333333336;83.33333333333334;114.76190476190476;158.66666666666669;184.46969696969694;221.0344827586207;265.4166666666667;316.58914728682186;374.09999999999997;437.719298245614;507.31770833333337;582.8169014084507;664.1666666666666;751.3333333333334;844.2934782608696;943.030303030303;1047.5314465408806
17,32.0;26.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0,43.333333333333336;69.04761904761905;107.72727272727272;157.33333333333334;217.5438596491228;288.2608695652174;369.4444444444445;461.07526881720435;491.77215189873414;535.4166666666666;588.2890855457229;648.6153846153843;715.4421768707483;788.2113821138213;866.5745856353591;950.3030303030303;1039.2403100775193
14,30.0;26.0;25.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0,65.0;98.0;123.15789473684211;164.28571428571428;216.2162162162162;277.8260869565218;348.72727272727275;428.74999999999994;517.8082191780821;615.8536585365854;722.8571428571429;838.8000000000003;963.6697247706422;1097.4576271186445
13,32.0;27.0;27.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0,54.0;104.66666666666667;140.55555555555557;192.30769230769232;256.37254901960785;331.9047619047619;418.6;516.3218390804598;625.0;744.5945945945947;875.0813008130082;1016.4444444444446;1168.6734693877552
13,33.0;27.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0,45.0;71.90476190476193;112.27272727272728;164.00000000000003;226.75438596491227;300.4347826086957;385.00000000000006;480.4301075268818;586.7142857142857;703.846153846154;831.8217054263566;970.6382978723407;1120.294117647059
13,32.0;27.0;27.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0,54.0;104.66666666666667;140.55555555555557;192.30769230769232;256.37254901960785;331.9047619047619;418.6;516.3218390804598;625.0;744.5945945945947;875.0813008130082;1016.4444444444446;1168.6734693877552
13,32.0;27.0;27.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0,54.0;104.66666666666667;140.55555555555557;192.30769230769232;256.37254901960785;331.9047619047619;418.6;516.3218390804598;625.0;744.5945945945947;875.0813008130082;1016.4444444444446;1168.6734693877552
12,33.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;26.0,37.142857142857146;70.95238095238095;117.14285714285714;175.7142857142857;246.66666666666669;330.0;425.7142857142857;632.2222222222223;744.6428571428571;868.75;1004.2592592592591;1151.0
12,33.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;26.0,37.142857142857146;70.95238095238095;117.14285714285714;175.7142857142857;246.66666666666669;330.0;425.7142857142857;632.2222222222223;744.6428571428571;868.75;1004.2592592592591;1151.0
12,33.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;27.0,37.142857142857146;70.95238095238095;117.14285714285714;175.7142857142857;246.66666666666669;330.0;425.7142857142857;533.809523809524;654.2857142857142;787.142857142857;932.3809523809523;1285.5555555555557
12,30.0;26.0;25.0;24.0;25.0;24.0;25.0;25.0;25.0;25.0;24.0;25.0;25.0,65.0;98.0;123.15789473684211;196.66666666666666;239.21568627450978;346.8421052631579;475.0;623.768115942029;793.1999999999999;818.7499999999999;1022.8358208955226;1252.0
12,33.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;26.0,37.142857142857146;70.95238095238095;117.14285714285714;175.7142857142857;246.66666666666669;330.0;425.7142857142857;632.2222222222223;744.6428571428571;868.75;1004.2592592592591;1151.0
11,32.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0,43.333333333333336;83.33333333333334;137.77777777777777;206.66666666666666;290.0;387.7777777777778;500.0;626.6666666666667;767.7777777777777;923.3333333333334;1093.3333333333333
11,32.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;27.0,43.333333333333336;83.33333333333334;137.77777777777777;206.66666666666666;290.0;387.7777777777778;500.0;626.6666666666667;767.7777777777777;923.3333333333334;1327.333333333333
11,32.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0,43.333333333333336;83.33333333333334;137.77777777777777;206.66666666666666;290.0;387.7777777777778;500.0;626.6666666666667;767.7777777777777;923.3333333333334;1093.3333333333333
11,33.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;26.0;27.0;26.0,37.142857142857146;70.95238095238095;117.14285714285714;175.7142857142857;246.66666666666669;330.0;425.7142857142857;533.809523809524;654.2857142857142;930.0000000000002;1066.5686274509803
