numPlayed,heuristicList,remainingTime
561,29.0;29.0;29.0;29.0;28.0;27.0;26.0;26.0;25.0;24.0;23.0;22.0;21.0;20.0;19.0;18.0;17.0;18.0;20.0;21.0;21.0;21.0;20.0;19.0;19.0;18.0;20.0;21.0;20.0;21.0;21.0;20.0;19.0;20.0;20.0;21.0;20.0;19.0;19.0;18.0;20.0;21.0;20.0;19.0;20.0;20.0;21.0;19.0;18.0;17.0;18.0;20.0;21.0;18.0;21.0;21.0;21.0;20.0;19.0;19.0;18.0;20.0;20.0;19.0;18.0;17.0;16.0;18.0;18.0;18.0;18.0;19.0;16.0;15.0;19.0;18.0;19.0;19.0;19.0;19.0;21.0;21.0;16.0;21.0;20.0;19.0;18.0;17.0;20.0;21.0;21.0;20.0;21.0;21.0;21.0;21.0;21.0;21.0;20.0;19.0;18.0;18.0;17.0;19.0;19.0;21.0;20.0;19.0;18.0;17.0;20.0;20.0;19.0;18.0;17.0;20.0;21.0;20.0;21.0;20.0;21.0;20.0;19.0;19.0;18.0;20.0;21.0;20.0;19.0;18.0;17.0;20.0;20.0;22.0;22.0;22.0;22.0;21.0;20.0;18.0;17.0;21.0;21.0;20.0;18.0;17.0;21.0;20.0;19.0;18.0;19.0;22.0;22.0;21.0;20.0;20.0;21.0;22.0;22.0;21.0;20.0;19.0;20.0;22.0;22.0;21.0;20.0;19.0;20.0;22.0;21.0;20.0;19.0;20.0;21.0;19.0;18.0;17.0;18.0;20.0;19.0;18.0;21.0;21.0;21.0;20.0;22.0;22.0;22.0;22.0;21.0;20.0;19.0;18.0;19.0;20.0;20.0;22.0;22.0;20.0;19.0;18.0;19.0;20.0;20.0;22.0;19.0;18.0;17.0;18.0;20.0;19.0;18.0;21.0;21.0;21.0;20.0;22.0;20.0;22.0;20.0;19.0;18.0;19.0;20.0;22.0;21.0;20.0;19.0;20.0;22.0;22.0;21.0;20.0;19.0;20.0;22.0;21.0;20.0;19.0;20.0;21.0;20.0;19.0;20.0;22.0;21.0;20.0;20.0;21.0;22.0;21.0;21.0;20.0;20.0;21.0;22.0;20.0;22.0;22.0;21.0;20.0;21.0;22.0;21.0;20.0;19.0;20.0;22.0;22.0;21.0;20.0;19.0;20.0;21.0;20.0;20.0;21.0;22.0;21.0;21.0;20.0;20.0;21.0;21.0;22.0;22.0;21.0;20.0;21.0;22.0;22.0;21.0;20.0;20.0;21.0;21.0;22.0;21.0;21.0;21.0;22.0;22.0;19.0;18.0;17.0;18.0;18.0;19.0;18.0;19.0;18.0;19.0;20.0;22.0;20.0;22.0;20.0;22.0;23.0;21.0;23.0;21.0;23.0;21.0;23.0;22.0;23.0;21.0;23.0;22.0;23.0;22.0;23.0;22.0;23.0;21.0;23.0;22.0;23.0;21.0;23.0;21.0;23.0;18.0;23.0;18.0;23.0;21.0;23.0;22.0;23.0;22.0;23.0;21.0;23.0;21.0;23.0;21.0;23.0;21.0;23.0;22.0;23.0;21.0;23.0;22.0;25.0;22.0;25.0;22.0;25.0;22.0;25.0;24.0;23.0;22.0;21.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;19.0;18.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;19.0;18.0;18.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;19.0;18.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;18.0;17.0;17.0;16.0;18.0;19.0;18.0;19.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;19.0;19.0;19.0;19.0;18.0;20.0;19.0;19.0;18.0;20.0;19.0;19.0;18.0;20.0;20.0;20.0;19.0;19.0;18.0;20.0;16.0;20.0;20.0;21.0;16.0;21.0;16.0;21.0;19.0;16.0;21.0;16.0;21.0;20.0;21.0;20.0;21.0;18.0;21.0;16.0;21.0;20.0;21.0;16.0;21.0;20.0;22.0;19.0;18.0;20.0;20.0;20.0;20.0;20.0;20.0;21.0;20.0;19.0;22.0;21.0;20.0;22.0;21.0;20.0;22.0;21.0;20.0;21.0;21.0;20.0;22.0;21.0;20.0;21.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;21.0;20.0;19.0;18.0;17.0;20.0;22.0;21.0;21.0;20.0;18.0;17.0;21.0;22.0;21.0;20.0;18.0;17.0;21.0;22.0;21.0;20.0;18.0;17.0;21.0;2.147483647E9,999990.0;999980.0;999970.0;1420.0;742.3076923076923;532.8571428571428;509.5348837209302;461.01010101010104;412.95918367346934;371.4285714285715;336.45941278065635;306.8217054263566;281.27976190476187;258.84735202492215;238.78504672897196;220.54711246200606;217.9886561954625;233.74100719424467;258.91525423728814;285.47008547008545;313.4042553191489;332.4905660377358;342.61245674740485;354.31309904153363;357.61107064821556;382.4271844660195;419.0094339622642;445.5855855855856;485.33333333333337;526.7726161369194;555.7494145199064;571.5378955114054;602.7509293680297;634.9334698055271;683.9949748743718;717.8467507274488;735.5688622754492;754.4444444444446;757.7265238879734;796.153846153846;853.6385255648036;893.9043209876545;915.6582840236688;957.9894179894181;1001.3028169014085;1067.3864430468204;1089.985448847101;1091.6359007001909;1074.640834575261;1081.533068031078;1130.8633696563284;1203.4782608695652;1209.5740149094784;1285.4066985645934;1364.0525477707006;1445.5537890832006;1501.529841021632;1530.0101061141995;1559.3511481572282;1561.4553990610334;1621.393841166937;1682.459266027105;1714.2999999999997;1717.1830985915499;1693.5723448788067;1647.4876284735437;1658.9185212433326;1671.5658362989325;1685.3455109426159;1700.1837621115938;1741.5453154039578;1707.3015873015875;1654.6096382012597;1698.840161569533;1719.9803149606296;1765.5044345898004;1811.6388888888891;1858.3836206896553;1905.7385759829967;2007.030692362598;2112.1966019417473;2075.1171171171172;2182.5407532321533;2262.995344024832;2313.5395408163263;2333.189776782013;2322.9296452194826;2406.9035045607297;2525.9406779661017;2649.43820224719;2739.9792859753857;2871.3334972543234;3007.549931770251;3148.7881822734107;3295.213729206149;3446.9982147411383;3604.319732269276;3711.736378410744;3764.909067946448;3763.5716040284933;3764.300342656785;3714.7307869305096;3772.380844303223;3830.604567845946;3998.4788509387017;4113.991871754345;4172.535352410645;4173.5692574902305;4120.478433835846;4238.677403611519;4358.941704972837;4420.845884051991;4423.6804646322225;4370.665499124344;4493.634506905271;4680.301540478533;4808.594594594595;5006.263168356191;5140.000993245927;5349.246534056661;5488.548338520229;5552.148662041624;5616.346022115667;5604.037433155083;5747.732696897376;5975.749613601236;6125.334105832368;6190.20594965675;6170.25397711415;6071.25673249551;6222.637217932602;6376.44396551724;6714.370629370629;7072.334591194971;7451.916376306621;7854.864864864863;8156.233095070305;8338.309859154928;8265.911980440098;8079.555555555555;8384.431547902197;8700.44350173544;8890.458108455408;8811.878515185601;8612.908599729852;8932.274137616352;9125.814017156416;9184.635332252836;9110.520915548543;9172.770562770562;9648.60992529349;10154.317059791554;10526.286509040336;10741.592805488597;10959.732393930966;11360.082768999244;11970.641472868223;12622.949640287768;13088.98325722983;13335.712837152707;13349.998005982052;13599.972100438423;14354.267188143273;15164.007379026534;15729.071529055298;16004.682230868999;15975.09367267586;16253.64406779661;17190.44556628621;17834.558111830836;18131.30143860823;18063.00699300699;18362.466171977303;19048.187069540098;18966.077257889006;18521.018770497525;17773.2897473997;17415.507745266783;17709.988212431104;17682.870022539446;17349.64045759942;17960.614731401136;18595.95363243851;19256.93335879321;19570.97210293603;20665.64477848102;21847.24166239097;23125.991327219734;24513.788702696726;25437.50282997507;25806.22701928873;25595.75878064944;24853.57346874007;24686.422999930983;25050.884360777814;25418.636081835084;26938.80675704755;28595.185185185193;28990.80345136711;28717.151820237836;27832.878676855446;27612.52713495803;28002.551486633936;28395.941140404655;30110.275942893677;29835.966958211862;28938.650912354162;27541.95460513975;26826.81971255036;27211.568981064032;27058.39363113667;26402.36049551087;27305.108506944438;28245.804740007068;29226.643234799343;29633.254054054047;31324.468603561392;31748.8535031847;33615.203045685266;34057.93991416308;33745.60283687943;32741.006220270778;32484.86559139785;32919.54616027708;34821.60850905018;36067.21470756335;36530.61335871809;36179.962756052155;36644.68825609529;38840.62054670294;41244.70014230533;42790.92346089852;43302.93826391054;42742.92544570502;43255.50495851042;46044.050955414015;47819.3572593801;48364.03996524759;47636.28752642706;48181.08108108133;50042.11295034077;50601.60040334198;49816.192178301084;50375.59848803025;53786.60918269586;55931.83344678921;56524.92468003172;57121.60108548161;59439.27874564461;63848.44942160965;66581.83369230122;69488.61618798964;70138.32031250001;70791.22943722946;73946.12860013396;80214.55692572407;80892.13043685387;88180.94095940964;96675.38013641658;101819.23387561995;102498.91663796069;108114.96769562094;120244.98193760257;127564.19661296996;128165.06975789902;122054.84403196708;122695.3007880069;137614.4061302681;156142.10748072172;167375.21475492686;167703.13219829736;157299.29025259573;157745.99262162775;168897.7989263054;169254.0517658443;169617.3333333332;182102.29574955438;212384.6627565983;231081.52996845447;252861.97952218444;252028.27891843376;251235.9096945552;276267.25631769;306115.22679324873;391335.4322838577;537538.3582089562;649203.7682333802;631366.2402496104;786091.1047070102;997100.0;997090.0;997080.0;997070.0;997060.0;997050.0;997040.0;997030.0;997020.0;997010.0;997000.0;996990.0;996980.0;996970.0;996960.0;996950.0;996940.0;996930.0;996920.0;703632.1690140832;565725.6453423125;414052.6897488119;364196.47727272735;361510.6284916211;458202.6211325165;452635.47557840566;609454.3378995445;597454.7967479684;892841.4754098313;996810.0;996800.0;996790.0;996780.0;996770.0;996760.0;996750.0;996740.0;996730.0;996720.0;996710.0;996700.0;996690.0;996680.0;996670.0;996660.0;996650.0;996640.0;996630.0;996620.0;996610.0;996600.0;996590.0;996580.0;996570.0;996560.0;996550.0;996540.0;996530.0;996520.0;996510.0;996500.0;996490.0;996480.0;996470.0;996460.0;996450.0;996440.0;996430.0;996420.0;996410.0;996400.0;996390.0;996380.0;996370.0;996360.0;996350.0;996340.0;996330.0;996320.0;996310.0;996300.0;996290.0;996280.0;996270.0;996260.0;996250.0;996240.0;996230.0;996220.0;996210.0;996200.0;996190.0;996180.0;996170.0;996160.0;996150.0;996140.0;996130.0;996120.0;996110.0;996100.0;996090.0;996080.0;996070.0;996060.0;996050.0;996040.0;996030.0;996020.0;996010.0;996000.0;995990.0;995980.0;995970.0;995960.0;995950.0;995940.0;995930.0;995920.0;995910.0;995900.0;995890.0;995880.0;866734.636891791;653018.026101143;481469.4837552323;358560.42528056784;301112.90628853283;259943.08636748535;228993.25050992012;204879.7921478059;198132.54120443744;185831.80528881648;170039.99193494167;152795.14059120405;142208.7086669632;133093.76940592012;125164.06504065044;118203.06792704358;116428.49372943162;112570.57440806906;111024.44965590409;107583.6011616651;102612.78330400187;96560.67316187883;92635.39281686766;89057.21641400944;85782.31725763885;82773.94978677401;81065.47509063271;78427.59681200192;75983.97170424978;72838.13566332337;71603.97177453307;71240.3566077315;70084.321195692;69755.05780439891;69434.9396813263;68368.24019080577;66631.5864309459;64333.48575908023;62832.54119339211;61416.510795805036;60078.502290778866;58812.35000779182;58678.41241944931;58548.349737658464;58422.06778695524;58299.47553413172;57660.008887243086;58067.24699955548;57955.18502189156;57846.47800575823;57236.15893446149;57640.97318364955;57541.85748598879;57445.80285270442;56862.11948527282;57264.679135090075;57669.23694918792;58075.79911853396;57983.264393612415;57893.62617783109;57320.45489812441;57724.8192649094;56225.817137809165;56624.189391211316;57024.57140517528;57905.51430270199;56424.75399507724;57289.09132021838;55855.99495313627;56704.61883691531;56647.47253781933;55268.787564766695;56099.70682070742;54762.635538571776;55579.613289596455;55972.98962034975;56811.03131593728;57210.87920768018;58070.63577146124;57559.55311311068;58422.71747568383;57015.504623331566;57863.781229503285;58268.53153529447;59138.72198242371;57720.05026594191;58575.275903720954;58983.33235057095;60334.751437470055;60273.52241292126;59745.58691986219;60159.42826954684;60575.377792137224;60993.44316745539;61413.632098366;61835.95231086253;62260.411554154576;63187.64258555135;63619.112637117636;63542.7977561264;65013.1929256109;65989.66838124055;66435.56137588563;68000.72892938502;69034.17705600148;69495.7311540613;71163.90717592956;72259.00698364107;72736.92338375126;73861.7561823802;75009.04952232404;75500.6520561011;77376.19583567808;78594.79099141242;79104.12402271372;80356.7190980895;80874.57342610107;81394.85299087531;81917.56560259701;82442.71909047845;82970.32130281691;83500.38010705338;84032.90338983052;85376.5094361151;85917.97681228913;85639.33985330073;84567.07186314747;82768.07867360207;83295.81971079556;85396.56592769327;86750.72726360163;88133.51444500755;88687.25705655952;87558.84334307736;85673.24445882543;87018.64641184795;89233.37194787037;90655.70160693872;91220.80218880708;90046.90019828161;88091.00709699224;89474.03366806408;91755.4355025665;93218.01117168948;93794.58672914402;92574.13729615993;90546.40263815076;91967.70119401698;994390.0
1,33.0;33.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
1,30.0;30.0,999990.0
1,29.0;29.0,999990.0
1,30.0;30.0,999990.0
