numPlayed,heuristicList,remainingTime
282,74.0;73.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;71.0;70.0;69.0;69.0;69.0;69.0;69.0;69.0;69.0;69.0;69.0;69.0;69.0;69.0;69.0;68.0;67.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;67.0;67.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;67.0;66.0;66.0;65.0;64.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;64.0;64.0;64.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;64.0;64.0;64.0;64.0;64.0;64.0;63.0;63.0;63.0;63.0;64.0;64.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;64.0;63.0;63.0;62.0;61.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;61.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;61.0;61.0;61.0;61.0;60.0;60.0;60.0;60.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;60.0;60.0;60.0;61.0;60.0;60.0;60.0;60.0;61.0;61.0;61.0;61.0;61.0;61.0;60.0;60.0;60.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0;62.0;62.0;62.0;60.0;60.0;59.0;58.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;58.0;57.0;57.0;57.0;57.0;58.0;57.0;57.0;57.0;57.0;57.0;58.0;58.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;58.0;58.0;57.0;57.0;58.0;58.0;57.0;57.0;57.0;57.0;58.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;58.0;58.0;57.0;57.0;57.0;58.0;58.0;57.0;57.0;57.0;57.0;58.0;57.0;57.0;57.0;57.0;58.0;58.0;58.0;57.0;57.0;58.0;58.0;58.0;58.0;58.0;58.0;58.0;58.0;57.0;57.0;57.0;57.0;58.0;58.0;57.0;57.0;57.0;57.0;58.0;58.0;58.0;2.147483647E9,730.0;720.0;1024.2857142857142;1431.9999999999998;1926.923076923077;2505.0000000000005;3164.7368421052633;3905.454545454545;4726.8;5628.571428571428;6610.645161290322;7672.941176470588;8815.405405405405;10038.0;11340.697674418603;12723.478260869564;14186.326530612245;15729.23076923077;17352.18181818182;19055.1724137931;20838.19672131148;22701.25;24644.328358208953;26667.428571428576;28770.54794520548;30953.684210526317;24709.245283018867;17684.39024390244;12731.115537848607;10387.278106508875;9052.0;8212.500000000002;7653.90651085142;7270.349854227406;7003.6222509702475;6819.069767441861;6694.772967265048;6616.189555125722;6573.291703835864;6558.940397350996;6567.915057915057;6393.398876404494;6089.511278195488;5711.258278145694;5427.514792899409;5211.283422459893;5045.048780487805;4916.95067264574;4818.672199170124;4744.208494208495;4689.115523465705;4724.575688073395;4766.275100401605;4741.348837209303;4727.60518590998;4723.498993652267;4727.78293545535;4739.4390552509485;4757.628360215054;4781.653147933565;4870.624179943768;4901.840115232266;4937.6372769790405;4920.475561426684;4856.9331667707675;4755.03960105603;4670.266869469027;4599.916296102538;4541.843672456576;4494.323814019353;4455.95297029703;4425.577295205331;4402.239604775627;4385.1391905231985;4373.601100151743;4401.113765851866;4431.160130718956;4463.573282574841;4465.033820459293;4470.238863783087;4478.871886954485;4490.656283078784;4505.349263358498;4522.736842105262;4542.629688471368;4564.859675036928;4589.276990399058;4645.038363171355;4701.931659256477;4759.92759847834;4818.999218139172;4879.121648187465;4940.2719120624815;4972.529929975154;5006.428216866141;5041.88854155438;5078.8396479949415;5146.53162021207;5215.0996076832935;5254.837422700978;5295.8947436961835;5338.22122284949;5381.7705256247955;5426.499938702956;5472.3700229968;5519.3443058136445;5596.725567190227;5645.273708558213;5694.851085310449;5716.096209752619;5710.2171909436975;5679.010655673953;5651.963509991312;5628.749999999998;5609.079704190632;5592.692869565219;5579.356467518383;5568.860843134663;5585.494801777315;5579.360869016042;5575.5970149253735;5574.058495038367;5574.613526570048;5577.14186930967;5581.533588962821;5587.687976151043;5617.719812267708;5648.70752653758;5680.619508484801;5713.426212590298;5725.14590291131;5738.260524225574;5752.706810874014;5768.426120783113;5806.638002120391;5845.56252031388;5885.182863113892;5925.483172426237;5966.448477569449;6008.064634057177;6050.318267379217;6093.196721311474;6136.688010334829;6180.780775786805;6225.464245408846;6270.7281959862785;6316.562918808634;6362.95918770495;6409.908229432922;6435.8927541802805;6462.7279441004375;6490.387897788069;6540.133360386618;6569.040622613378;6598.713558288809;6629.131095943698;6660.273310775456;6713.246140750456;6766.678957970569;6820.567567567568;6874.907949137998;6929.696247766531;6984.928765597879;7019.0260622130245;7053.764488010473;7089.129667003028;7146.599368132869;7204.489808542885;7262.798363995649;7321.522508851795;7380.6598114824355;7440.207929935357;7500.164607838797;7560.52767052767;7621.295021378361;7682.46463833903;7744.034570643429;7806.002935696946;7868.367916124491;7931.127756970456;7994.280763041717;8057.825296385192;8121.759773892112;8186.082665021591;8274.194888888887;8362.7836254209;8451.848869088417;8493.344636010332;8535.366637414827;8554.06686372439;8550.01807251597;8524.082800819122;8500.240160106738;8478.393376914635;8458.451960427643;8440.331200776038;8423.95171465269;8409.23903312444;8396.123227135977;8384.538566745543;8374.423210600049;8386.445242369839;8378.703117735631;8372.279340844261;8367.1242993869;8363.191121398977;8380.326025857225;8378.36011985835;8377.501431912939;8377.711779306164;8378.954957313708;8381.196612756325;8403.482191780822;8426.346682087613;8430.808621648717;8436.165223983215;8442.389034510987;8449.453909252567;8457.334937546235;8466.008370169928;8475.451552432138;8503.850887729748;8532.701713782788;8543.840128928283;8555.680179139206;8586.187032182674;8617.108138064132;8630.487438663842;8644.510210801165;8659.160428725843;8674.42273521319;8707.94095348526;8724.172735967044;8740.979158474238;8758.347030580908;8776.263686066266;8794.716957130137;8813.695150115474;8833.187022636226;8870.437449289711;8908.003561049487;8928.60837050052;8949.693654852921;8971.249867345856;9010.410948083496;9049.866201507846;9072.439111237714;9095.454922643261;9118.905465043817;9142.782855341948;9184.112435724935;9208.659983125712;9233.615373733772;9258.971660182375;9284.72212984406;9327.802839230382;9371.140866211394;9414.73442887101;9441.556290612552;9468.749732915321;9513.2909780312;9558.078949184513;9603.112143356399;9648.389096399904;9693.908381791416;9739.668609429882;9785.668424481704;9831.906506269437;9861.137527499275;9890.707443852369;9920.61159714938;9950.845469993736;9998.593754167;10046.569822924395;10077.506183234227;10108.759506895109;10140.32579725173;10172.201173684749;10221.613431529599;10271.244949674845;10321.094898635487;997180.0
1,72.0;72.0,999990.0
1,72.0;72.0,999990.0
1,72.0;72.0,999990.0
1,80.0;80.0,999990.0
1,72.0;72.0,999990.0
1,80.0;80.0,999990.0
1,80.0;80.0,999990.0
1,72.0;72.0,999990.0
1,80.0;80.0,999990.0
1,72.0;72.0,999990.0
