numPlayed,heuristicList,remainingTime
149,33.0;32.0;30.0;31.0;30.0;30.0;31.0;29.0;30.0;30.0;31.0;31.0;30.0;30.0;30.0;31.0;27.0;28.0;28.0;27.0;25.0;26.0;25.0;26.0;25.0;26.0;25.0;26.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;24.0;22.0;21.0;21.0;21.0;22.0;21.0;21.0;21.0;22.0;21.0;21.0;21.0;22.0;21.0;22.0;21.0;22.0;21.0;22.0;21.0;21.0;21.0;22.0;22.0;22.0;21.0;22.0;21.0;22.0;21.0;22.0;21.0;21.0;21.0;22.0;21.0;21.0;21.0;22.0;21.0;22.0;21.0;22.0;22.0;21.0;21.0;21.0;22.0;22.0;22.0;21.0;22.0;21.0;22.0;21.0;22.0;21.0;21.0;21.0;22.0;22.0;21.0;21.0;21.0;22.0;22.0;22.0;22.0;22.0;21.0;21.0;21.0;22.0;22.0;21.0;21.0;21.0;22.0;21.0;22.0;22.0;21.0;22.0;22.0;22.0;21.0;21.0;21.0;22.0;21.0;22.0;21.0;21.0;21.0;22.0;22.0;22.0;21.0;22.0;22.0;21.0;22.0;22.0;22.0;21.0;21.0;21.0;22.0;21.0;21.0;21.0;22.0,3200.0;2011.1111111111113;3787.5000000000005;4257.142857142857;5175.0;8380.0;7247.058823529412;8800.0;10526.08695652174;15547.619047619046;22530.701754385966;23626.086956521736;25109.259259259266;26878.494623655915;37036.36363636363;21314.285714285714;18416.666666666668;16975.0;14919.920318725097;12074.285714285716;11175.467289719627;10150.0;9953.994490358127;9494.617563739375;9568.414322250639;9364.70588235294;9577.163712200207;9515.254237288134;9520.629470672387;9578.864353312301;9679.868708971555;9816.37268204432;9983.005707038681;10175.714285714286;10391.381566647973;10627.571580063626;10637.956564659427;10235.593220338986;9736.724068882659;9354.651162790698;9060.359161955437;8986.08695652174;8797.928653624856;8655.769917827796;8551.278836509526;8605.002382086706;8548.97119341564;8516.808149405775;8505.232441135036;8626.352395672335;8642.031652557967;8784.68085106383;8822.551844945472;8983.48623853211;9039.912005028284;9216.808769792937;9289.105286279104;9370.803949224257;9461.188953883826;9667.63771186441;9878.962982071458;10095.071662056827;10204.344122657581;10431.741506296032;10551.115205958002;10789.214140959244;10917.894621775253;11166.231542906058;11303.56808488505;11446.55870445344;11594.96402877698;11864.010829626764;12019.886899151741;12180.725623582763;12346.357437645795;12634.715117304637;12807.018753051321;13104.238006441774;13282.971494862442;13588.948713765163;13898.883354755788;14085.691823899375;14276.698481116586;14471.80337756333;14799.643149208237;15131.451336950675;15467.226039783;15671.489361702108;16015.763684726306;16225.58714462299;16578.327795483827;16793.592474263394;17154.773803261436;17375.37130311249;17599.668019961093;17827.60254332377;18205.96067311841;18588.376818662124;18822.896187964514;19060.95260551756;19302.495554009143;19701.928596028003;20105.482954545452;20513.158585517678;20924.955446647356;21340.873497297893;21592.866062218367;21848.289136013693;22107.09884670072;22539.935991094426;22976.963648585755;23241.740548252317;23509.84114230235;23781.22772277228;24235.126644413904;24511.035818005803;24973.405021362392;25440.062851157032;25721.668545306537;26196.812971764048;26676.2712647929;27160.043421092865;27448.38198687486;27739.93210648562;28034.661904971865;28535.294117647078;28834.301270417425;29343.49293518676;29646.73558445961;29953.092308979838;30262.53599526034;30788.618820824442;31319.197357151585;31854.27166896253;32169.955964771805;32713.674329806687;33261.91511223522;33582.65895953756;34139.56530176596;34701.02085422613;35267.025721623795;35593.626373626386;35923.30573558611;36256.037931545434;36838.99241364078;37175.640371962014;37515.305093293;37857.96337205159;38457.92022489165
142,40.0;33.0;32.0;30.0;31.0;31.0;32.0;30.0;31.0;31.0;32.0;29.0;30.0;30.0;31.0;30.0;30.0;31.0;30.0;30.0;30.0;31.0;31.0;30.0;31.0;29.0;30.0;30.0;31.0;29.0;30.0;30.0;31.0;26.0;27.0;26.0;26.0;26.0;27.0;27.0;26.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;26.0;27.0;26.0;26.0;27.0;26.0;27.0;23.0;25.0;25.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;24.0;25.0;25.0;25.0;23.0;24.0;24.0;25.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0,471.42857142857133;775.0;938.7096774193549;1380.9523809523812;1918.2389937106918;2858.6206896551726;3181.818181818182;3993.939393939393;4900.000000000001;6560.0;6244.278606965174;6794.871794871794;7420.224719101123;8793.906810035842;9478.468899521531;10227.586206896553;11907.142857142855;12703.053435114505;13559.09090909091;14470.967741935485;16567.412140575078;18839.240506329115;19753.99610136452;22290.697674418603;21647.727272727272;22736.650868878358;23876.116071428572;26756.950672645744;26188.57901726427;27469.696969696968;28795.30685920577;32052.55474452555;26748.514851485153;24535.576923076926;22096.102150537634;20406.250000000004;19193.75;18857.787075778706;18636.95372750643;18013.969732246802;17549.308510638297;17206.56219392752;16960.027223230492;17165.432098765432;17027.565392354125;16947.73413897281;16916.767461164465;16927.505043712168;17295.98445595855;17354.448544485444;17442.91569086651;17868.367346938776;17991.01001895478;18445.741324921135;17707.738814993954;17639.87138263665;17606.472774983602;17346.18556701031;17138.040439503282;17210.329341317363;16842.35439028682;16751.096196868002;16689.225589225593;16861.27131782945;16634.820158005787;16643.14002828854;16670.205526065067;16905.805540850535;16768.784006073638;16842.787286063565;16929.908162863107;17210.898175940893;17135.11594363697;17256.31144599928;17387.373262255674;17703.767403767404;17672.550956567557;17829.999999999993;17995.307670694012;18341.24210655385;18344.039882489098;18530.860121633366;18724.23291196515;19096.09348914858;19125.86081179615;19337.506603275237;19554.81895014345;19950.298028427325;20002.120964345006;20235.46977421704;20473.863068465766;20891.450582487796;20961.772986335232;21214.609164420486;21472.040307821222;21910.733429206433;21996.899125885277;22267.607105538144;22542.5771861712;23001.706900755904;23101.67629942998;23389.05041031653;23680.434908000236;24159.558347610888;24271.72637344213;24574.848651623543;24881.787463182816;25380.618822518263;25503.69415355471;25821.853388658375;26143.67745564248;26662.042389210015;26794.965113773847;27127.60176557136;27463.78284221222;28001.587606427245;28342.9072301715;28890.745791404115;29443.789476959457;30002.038358195117;30139.93996725486;30494.886533740493;30853.28188752883;31430.919661733613;31794.28612863461;32382.10890233361;32527.941738502697;32901.49671282698;33278.408195429474;33885.623608935784;34038.94089834514;34425.82144574452;34815.99239212268;35442.64103372203;35837.64513363984;36474.78692081203;36634.130070143336;37038.90020366603;37446.898790864325;38103.546415225086;38269.22008625101;38686.83258573289
119,40.0;33.0;32.0;30.0;31.0;30.0;30.0;31.0;31.0;29.0;31.0;30.0;31.0;31.0;30.0;30.0;31.0;26.0;27.0;27.0;26.0;26.0;26.0;27.0;27.0;26.0;26.0;26.0;26.0;27.0;27.0;26.0;27.0;26.0;27.0;26.0;26.0;27.0;26.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;26.0;26.0;27.0;23.0;25.0;25.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;24.0;25.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;24.0;25.0;25.0;25.0,471.42857142857133;775.0;938.7096774193549;1380.9523809523812;1721.264367816092;2143.2432432432433;2901.2048192771085;3773.913043478261;3945.3781512605037;5023.809523809524;5706.249999999999;7034.666666666666;8516.666666666668;9269.696969696968;10091.83673469388;11944.0;9525.49019607843;8833.333333333334;8477.262180974478;7948.914431673053;7656.606851549755;7512.499999999998;7738.169257340243;7999.047619047618;8022.508038585207;8101.559454191032;8224.664879356567;8383.828382838285;8812.878787878788;9258.20895522388;9464.181184668989;9948.197596795728;10185.006273525722;10705.072463768116;10968.53013880966;11251.459459459456;11824.502617801047;12129.216467463477;12450.617283950618;12787.658802177859;13139.472922096727;13796.352841391013;14165.323565323568;14547.887323943662;14943.502824858755;15351.706608569348;16089.320503682578;16512.594631796288;16947.87092481703;17394.827216140802;17853.181534622585;18322.68602540835;19156.715379262343;18597.345132743365;18779.384452109312;18980.31616522183;18880.90513068732;18819.94472593275;19091.505304547816;18785.894206549114;18815.078407720146;18867.901234567897;19215.925717501406;19027.61327149483;19139.013067400276;19266.611350813146;19668.82801102286;19558.436724565752;19727.90627816161;19909.435061153174;20354.279054279054;20299.25925925926;20513.0;20736.31647211414;21217.335882727857;21203.73831775701;21453.296571565577;21710.85126286249;22224.265806748816;22491.267521175316;23018.816489361703;23552.829364212364;23572.292768959436;23862.59573587249;24159.66173789751;24723.27999999999;24767.689320388352;25084.018264840182;25406.440382941684;25998.43260188087;26063.54260089687;26403.50877192983;26749.08415413859;27368.696544645914;27451.305555555555;27813.167376351113;28180.28010302641;28827.069708087416;28924.69260700389;29307.150512938293;29694.58841846216;30368.320382546328;30478.978102189787;30881.04274487254;31287.878787878784;31988.46099789178;32696.849423363106;32814.081047891945;33236.534194069005;33663.61707769822;34398.84103779797;34526.35379061371;34967.122416534185;35412.38549378843;36174.51359441257;36625.78051282052;37402.973022572936;38188.54293359279;38982.494004796165
118,39.0;33.0;32.0;30.0;31.0;30.0;30.0;31.0;31.0;30.0;28.0;30.0;29.0;30.0;29.0;30.0;30.0;30.0;30.0;28.0;30.0;30.0;26.0;26.0;26.0;27.0;26.0;27.0;26.0;26.0;27.0;27.0;27.0;26.0;27.0;26.0;27.0;23.0;25.0;24.0;24.0;25.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;25.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;25.0;23.0;24.0;24.0;25.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;25.0;23.0;24.0;24.0;25.0;25.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0,550.0;890.4761904761904;1046.4285714285716;1536.8421052631577;1896.2264150943392;2347.058823529412;3186.842105263158;4155.555555555556;4728.712871287128;4500.0;5291.503267973857;5684.444444444444;6620.618556701032;7086.186186186185;8165.95744680851;9322.58064516129;10556.066411238824;11866.423357664235;11552.000000000004;12990.079365079364;14516.4265129683;12652.466367713008;11563.302752293579;10895.652173913046;10908.774373259053;10596.0065199674;10791.919191919196;10666.532258064517;10627.14242146996;10981.099656357388;11358.2995951417;11757.01888718734;11838.652482269505;12290.540540540542;12425.552050473189;12922.128174123336;12173.810796365584;12151.689860834991;11909.945255474453;11740.303541315343;11863.493959909732;12009.886792452833;11725.913043478262;11719.415357766147;11743.280815569973;11996.559905100828;11858.548551328331;11952.194606028563;12063.916225082008;12381.941051945938;12327.848393806333;12484.38331854481;12653.38736048909;13018.60465116279;13019.097565802495;13220.736211947526;13431.929824561405;13836.005778259296;13875.226394416564;14112.416107382553;14357.498778700538;14796.14483493078;14864.642582628745;15131.797786419385;15405.829814086694;15876.740189057575;15968.441432720228;16262.079510703377;16561.938627683397;17063.862928348906;17573.294945617403;17883.870967741943;18408.46077947706;18517.690652641646;18846.06386711895;19180.164910673386;19734.98906238213;19860.000000000004;20210.826241516752;20567.08218888655;21151.88127090301;21744.839710444674;21879.71758234386;22254.218533886582;22633.951096448687;23256.81148276304;23888.13559322034;24030.957683741646;24428.379405771986;24830.881033554644;25492.144128113876;25645.72553105284;26063.257284456988;26485.733512786;27177.0746368342;27877.494199535955;28035.921308290155;28475.33896953264;28919.60861364351;29650.273224043718;30390.32775020678;30843.748089269335;31600.797327055967;31759.580052493446;32227.43589743589;32700.05781182251;33487.5637617645;33654.023635340454;34140.82199389059;34632.30994152048;35450.535142136476;35623.78089512359;36129.236486783666;36639.319692428;37488.55308385758;37667.785974730774;38191.666666666664;38720.12422360249
113,39.0;33.0;32.0;30.0;31.0;30.0;30.0;31.0;31.0;29.0;31.0;30.0;31.0;31.0;30.0;30.0;31.0;26.0;27.0;27.0;26.0;26.0;26.0;27.0;27.0;26.0;26.0;26.0;26.0;27.0;27.0;26.0;27.0;23.0;25.0;24.0;24.0;25.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;25.0;23.0;24.0;24.0;25.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;25.0;23.0;24.0;24.0;25.0;25.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;25.0;25.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;23.0;24.0;24.0;25.0;25.0,550.0;890.4761904761904;1046.4285714285716;1536.8421052631577;1896.2264150943392;2347.058823529412;3186.842105263158;4155.555555555556;4290.0;5482.758620689655;6205.76441102757;7678.260869565216;9327.272727272726;10108.230452674898;10966.850828729283;13026.086956521738;10154.166666666668;9328.070175438597;8895.873786407768;8290.836653386454;7951.858108108108;7777.41935483871;7998.308856252781;8256.86274509804;8265.418502202643;8333.866666666669;8449.450549450548;8603.378378378378;9039.534883720933;9492.366412213742;9695.22792022792;10187.903592542063;9668.072289156627;9733.594624860025;9612.566341379901;9545.920303605313;9722.446236559139;9917.204301075266;9739.327599687258;9797.058823529413;9878.695350451077;10160.493004663555;10094.54488778055;10232.284866468843;10384.9093997735;10723.245614035088;10723.017107309488;10913.4328358209;11114.634146341461;11497.050147492631;11887.267362687246;11930.073561228906;12163.601532567052;12405.739692805175;12834.058544303796;13087.407407407409;13532.551154495963;13611.711711711716;13888.16357484541;14171.827152092548;14651.830797525494;14754.29553264605;15058.568738229755;15369.400244798046;15883.11981914092;16004.631517623071;16334.466571834986;16670.429061254737;17217.341199067094;17773.022751895987;17906.98071119276;18263.54996146929;18625.971575902404;19214.664677111832;19812.49231525882;20185.783132530123;20801.013110846245;20943.9092172302;21334.397364534812;21730.509104422144;22378.754416961132;22533.69868901784;22946.423167599132;23364.605809128632;24046.02962353425;24211.49425287357;24645.854283742483;25085.548011639185;25800.404312668463;25975.10802179222;26430.64829372053;26891.42683667274;27640.03075809662;28399.352983465134;29169.40427304648;29950.195104647035;30115.87837837838;30599.971544021406;31089.254459777854;31903.965199933074;32077.234309395273;32581.961923201037;33091.80327868853;33940.785307156424;34120.66160520608;34645.74093898149;35175.87308776168;36059.50413223139;36245.10669610008;36790.31007751938;37340.5168700646;38259.19359450958;39190.120556267524
96,40.0;33.0;33.0;31.0;31.0;31.0;31.0;29.0;31.0;30.0;31.0;29.0;31.0;31.0;29.0;31.0;31.0;28.0;30.0;30.0;30.0;28.0;30.0;30.0;30.0;30.0;29.0;30.0;30.0;29.0;30.0;30.0;30.0;30.0;26.0;26.0;26.0;27.0;26.0;27.0;26.0;26.0;27.0;26.0;27.0;27.0;26.0;27.0;26.0;27.0;26.0;27.0;26.0;26.0;26.0;27.0;27.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;27.0;27.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;26.0;27.0;26.0;27.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;27.0;26.0;26.0;26.0;27.0;26.0;27.0;26.0,471.42857142857133;909.5238095238094;1118.5185185185185;1480.0000000000005;1940.2515723270435;2487.8787878787875;2574.193548387097;3317.9487179487187;3808.064516129032;4738.805970149253;4905.823293172691;6013.793103448277;7242.857142857143;7366.055045871557;8774.55357142857;10323.478260869566;9672.822299651567;10612.987012987012;11602.127659574468;12640.000000000002;12184.745762711867;13342.59259259259;14553.06725794531;15816.170212765966;17131.901840490795;17513.48314606741;18934.23913043478;20410.526315789473;20818.584548892486;22399.053627760248;24038.095238095237;25735.728542914174;27491.970802919714;24177.326968973746;21967.70938446014;20422.027972027976;19947.698412698417;19025.978312116924;18878.48266841073;18301.66270783848;17874.424506072148;18002.049180327867;17738.51992409867;17964.024024024024;18216.766723842196;18095.180722891564;18413.302575932332;18368.115942028984;18737.80487804878;18751.925192519255;19164.12870340873;19225.818181818184;19318.48213425792;19438.70789618995;19927.172746781118;20426.221526691;20582.46184638479;20760.096153846156;20957.305883260076;21514.23407139629;21732.745098039213;21967.78852895808;22218.239121594146;22824.711040255082;23440.471538361344;23709.53822861469;23992.146788990827;24287.55935422603;24948.135830561885;25257.142857142866;25577.768590485644;25909.494689410996;26251.857075693464;26965.307383379666;27318.955133995783;27682.52569750367;28055.674978503863;28438.09123985446;29202.156185210784;29594.453448586348;30378.60384410037;30780.501174628036;31191.058052434455;31610.047488127973;32433.906269321138;32861.83095180432;33297.87637916716;33741.86046511628;34605.30215772095;35057.71402755817;35517.82627963661;35985.48959918823;36888.563113075346;37364.25396825398;38288.15071368598;38771.71717171717
83,39.0;33.0;34.0;34.0;33.0;34.0;33.0;34.0;33.0;34.0;33.0;34.0;33.0;34.0;32.0;33.0;32.0;33.0;32.0;32.0;33.0;33.0;32.0;32.0;33.0;31.0;32.0;31.0;32.0;31.0;31.0;32.0;31.0;32.0;29.0;29.0;28.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;28.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;30.0;30.0;30.0;30.0;30.0;29.0;29.0;29.0;29.0;29.0;28.0;29.0;28.0;29.0;29.0;29.0;29.0;29.0,550.0;1313.3333333333333;2350.0;2945.454545454546;4580.0;5347.058823529412;7641.666666666666;8498.550724637684;11521.27659574468;12396.551724137931;16215.517241379308;17040.0;21723.188405797107;19016.666666666668;20500.0;19388.235294117647;21305.89569160998;20815.909090909092;20751.707317073175;23056.074766355137;25482.51121076234;25473.228346456694;25716.95906432748;28432.87671232877;26568.76790830945;27277.192982456138;26239.726027397264;27258.119658119653;26668.627450980395;26349.829351535835;27662.703583061888;27537.091988130564;28968.75891583453;26417.590361445775;24649.635036496347;22561.92170818506;21777.396166134185;21212.077294685994;20812.068965517243;20540.342298288506;20370.61602418746;20283.72093023256;20265.346534653458;20304.593420235877;20393.014059753958;20080.408163265296;20274.867416893027;20499.40828402367;20751.00671140939;21027.15798963263;21325.7698541329;21645.080946450813;21983.59788359788;22340.04616272361;22713.33147787364;23102.508960573476;23506.75851312711;23925.364871665828;24357.701373648706;24803.21665089877;25261.423650975892;25731.890525063216;26214.23302234758;26708.108108108114;27213.208581808212;28160.35743298132;29123.831494483464;30103.63324085084;31099.7650283924;32112.229102167184;32633.207547169797;33165.684830633276;33709.36376707405;34263.97471910112;34829.27247769389;34895.02982107356;35490.08702232311;35589.33500627353;36211.77374731018;36843.48000803697;37484.34821164646;38134.280742459385;38793.187209412645
82,40.0;33.0;34.0;34.0;31.0;31.0;31.0;31.0;31.0;31.0;30.0;30.0;30.0;31.0;31.0;30.0;30.0;30.0;31.0;30.0;29.0;29.0;29.0;29.0;29.0;29.0;30.0;29.0;29.0;29.0;30.0;30.0;28.0;27.0;27.0;27.0;27.0;27.0;27.0;28.0;28.0;27.0;27.0;27.0;27.0;27.0;27.0;28.0;28.0;27.0;27.0;27.0;28.0;28.0;27.0;27.0;27.0;28.0;27.0;27.0;27.0;27.0;28.0;28.0;28.0;27.0;27.0;27.0;27.0;28.0;27.0;27.0;27.0;28.0;27.0;27.0;27.0;28.0;28.0;27.0;27.0;27.0;28.0,471.42857142857133;1088.888888888889;1923.5294117647054;1823.5294117647054;2071.8954248366017;2452.9411764705887;2923.5294117647054;3469.2810457516334;4084.0336134453783;4390.41095890411;4781.50289017341;5238.000000000001;6153.73831775701;7143.274853801169;7667.3151750972775;8246.153846153848;8874.179894179895;10142.944785276073;10818.258426966291;10903.119868637108;11095.614035087721;11369.565217391306;11708.213429256593;12100.3300330033;12538.109756097565;13581.176470588236;14056.497948016418;14569.3094629156;15116.206482593036;16317.330210772841;17565.48571428571;17458.88888888889;16850.0;16431.438127090296;16153.982749873161;15984.636871508374;15900.451612903224;15884.972022382091;16340.412135088725;16814.895947426066;16884.583761562175;16997.192642787995;17146.889295516925;17329.054640069386;17539.983511953833;17776.669285153184;18417.156675575916;19071.025260029714;19337.064676616916;19624.20526793824;19930.804447351213;20650.383631713557;21383.406295601417;21711.077664057797;22055.86186883343;22416.732026143793;23210.090734121528;23586.975013290798;23978.45810822399;24383.848454636096;24802.538071065992;25668.0;26548.275862068964;27443.365695792883;27875.76710073342;28321.03884766478;28778.704883227176;29248.339534242798;30213.743108025323;30694.986072423402;31187.662463627552;31691.445874337624;32713.29588014981;33227.84887263865;33753.125;34288.865619546246;35367.45057352009;36463.26250856751;37008.74664879356;37564.59016393443;38130.568035943514;39283.50843680356
63,41.0;31.0;32.0;29.0;29.0;28.0;28.0;28.0;27.0;28.0;27.0;26.0;25.0;25.0;25.0;25.0;25.0;26.0;25.0;25.0;25.0;25.0;25.0;26.0;25.0;25.0;25.0;25.0;25.0;26.0;25.0;25.0;26.0;25.0;25.0;26.0;26.0;26.0;26.0;25.0;25.0;26.0;26.0;25.0;25.0;25.0;25.0;25.0;26.0;26.0;26.0;26.0;25.0;25.0;25.0;25.0;25.0;26.0;26.0;26.0;25.0;25.0;25.0;25.0,310.0;670.3703703703703;800.0;1046.1538461538462;1247.7477477477478;1516.6666666666665;1838.9830508474574;2059.4594594594596;2488.757396449705;2779.9999999999995;2936.3636363636365;2985.135135135135;3101.4285714285716;3264.3564356435654;3462.8820960698695;3690.625;4101.882210078933;4364.900662251655;4650.531107738998;4957.049486461252;5283.224967490246;5628.155339805824;6194.23676012461;6565.789473684208;6955.061983471074;7361.588541666666;7785.0;8225.0;8946.861564918314;9411.475409836063;9892.325763508225;10697.798259088579;11202.205882352944;11722.56699576869;12613.925514688872;13540.163934426226;14501.4122394082;15497.792494481233;16054.007633587786;16626.682986536114;17710.513595166165;18831.50357995227;19424.137931034482;20033.333333333332;20658.72591006424;21299.999999999996;21956.880427521704;23246.123260437376;24577.31755424063;25950.75016307893;27366.699029126215;28035.526315789466;28721.205221615062;29423.321554770322;30141.509433962266;30875.444444444438;32463.12733305683;34098.348472336904;35781.53171667351;36517.57188498403;37270.4077669903;38039.632149155965;38824.880382775125
55,41.0;34.0;34.0;33.0;34.0;33.0;34.0;34.0;32.0;33.0;32.0;33.0;32.0;31.0;30.0;30.0;30.0;30.0;30.0;31.0;31.0;31.0;31.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;31.0;30.0;30.0;30.0;30.0;30.0;30.0;31.0;31.0;31.0;30.0;30.0;30.0;30.0;30.0;30.0;31.0;31.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0,485.71428571428567;938.0952380952381;1329.1666666666667;2146.666666666667;2723.577235772358;3926.08695652174;5352.941176470588;5322.222222222223;6267.857142857142;6556.603773584906;7740.740740740739;8179.999999999998;8028.977272727272;7559.587020648969;7411.231884057972;7445.398773006134;7597.251773049644;7832.3943661971825;8522.975929978118;9248.63387978142;10009.055876685932;10804.000000000002;11130.62913907285;11507.59878419453;11927.668539325845;12385.639686684071;12877.682926829268;13400.915331807786;13953.125;15054.621848739498;15635.451837140019;16243.063402385436;16876.186213070723;17533.788395904434;18215.02309155121;18919.188767550706;20276.0;21684.21851289833;23144.086826347306;23870.875179340033;24621.648301193745;25395.62913907285;26192.15561224489;27010.66010660106;27850.65320665083;29574.528301886792;31359.016393442624;32215.384615384617;33093.763676148796;33993.64406779662;34914.57905544147;35856.17529880478;36818.08510638298;37800.00000000001;38801.64533820841
