numPlayed,heuristicList,remainingTime
25,29.0;20.0;19.0;17.0;15.0;16.0;15.0;12.0;12.0;10.0;9.0;9.0;8.0;10.0;10.0;10.0;10.0;10.0;11.0;11.0;8.0;9.0;10.0;9.0;11.0;10.0,222.22222222222223;353.33333333333337;424.3243243243244;445.1612903225806;575.2032520325204;670.3703703703704;618.7096774193546;623.1023102310232;569.6629213483145;517.5438596491229;495.9232613908873;461.1111111111113;506.19469026548654;558.3599574014909;617.1761280931587;682.3529411764707;753.6876802636998;874.6478873239439;1004.1340782122907;991.3159652638606;1037.0370370370374;1138.5964912280697;1192.9408558190244;1362.7980922098568;1481.411229135053
23,24.0;19.0;20.0;17.0;15.0;13.0;14.0;10.0;11.0;8.0;9.0;9.0;8.0;10.0;10.0;10.0;10.0;9.0;9.0;10.0;9.0;10.0;10.0;11.0,380.0;950.0;850.0;750.0;650.0;738.2978723404253;599.3150684931506;603.5087719298244;504.59770114942535;493.7888198757764;501.65361183637947;486.8421052631577;558.2504970178925;637.2121212121212;723.6180904522612;817.391304347826;868.4086629001886;926.4248704663219;1044.1860465116279;1111.8669690098268;1245.032397408207;1385.7731958762888;1606.0544904137228
23,26.0;17.0;17.0;19.0;16.0;16.0;13.0;14.0;12.0;9.0;8.0;8.0;10.0;7.0;10.0;10.0;10.0;10.0;10.0;11.0;9.0;10.0;10.0;10.0,188.8888888888889;344.44444444444446;790.4761904761904;855.5555555555557;1019.6078431372548;880.952380952381;967.2727272727273;915.7894736842106;737.1040723981903;613.3333333333335;550.4837291116976;593.5483870967739;531.8181818181818;600.2298850574712;675.6329113924048;757.8947368421054;846.9202898550725;942.6395939086292;1099.2691839220465;1149.1424310216257;1264.5877378435512;1386.5731462925855;1515.0793650793644
23,26.0;17.0;16.0;15.0;16.0;16.0;15.0;14.0;12.0;14.0;13.0;8.0;9.0;8.0;10.0;10.0;10.0;10.0;10.0;10.0;7.0;10.0;9.0;11.0,188.8888888888889;293.3333333333333;394.11764705882354;618.1818181818181;895.0617283950619;1082.8571428571427;1174.1935483870968;1084.8484848484848;1286.2745098039222;1391.304347826087;1056.5432098765432;954.6511627906975;850.5800464037125;892.3809523809523;945.355191256831;1007.894736842105;1078.9605197401306;1157.8512396694214;1244.076433121019;1157.8171091445429;1264.375;1316.184971098266;1501.0903426791278
22,27.0;16.0;16.0;17.0;16.0;16.0;13.0;13.0;12.0;8.0;9.0;7.0;10.0;10.0;10.0;11.0;8.0;9.0;10.0;10.0;11.0;11.0;11.0,145.45454545454547;257.5757575757576;483.33333333333337;676.1904761904759;916.6666666666667;852.3809523809523;884.2105263157896;880.7017543859649;674.3362831858406;624.1379310344828;527.5709219858156;583.0985915492956;647.2689075630251;719.5183776932827;848.4848484848485;832.298136645963;878.7323943661968;983.9050131926128;1096.1538461538462;1277.3780975219825;1471.4617169373546;1678.4269662921351
20,22.0;19.0;18.0;16.0;16.0;14.0;14.0;14.0;9.0;11.0;10.0;9.0;10.0;9.0;10.0;10.0;10.0;11.0;10.0;11.0;11.0,633.3333333333334;883.3333333333333;836.8421052631579;1013.3333333333333;950.9803921568628;1022.2222222222224;1151.6129032258066;829.4372294372292;831.4720812182741;804.0;755.5201698513799;792.3497267759562;790.2552204176332;856.8464730290457;932.4577861163225;1016.4383561643835;1170.9277238403456;1267.1641791044776;1443.243243243243;1630.4347826086955
12,22.0;19.0;19.0;17.0;16.0;16.0;14.0;14.0;14.0;14.0;10.0;8.0;2.147483647E9,633.3333333333334;1233.3333333333335;1133.3333333333335;1128.5714285714287;1300.8130081300815;1190.9090909090908;1230.7692307692307;1335.632183908046;1480.851063829787;1199.029126213592;938.5665529010241;998800.0
7,26.0;24.0;19.0;20.0;19.0;19.0;17.0;19.0,1200.0;557.1428571428571;817.391304347826;1000.0000000000002;1261.904761904762;1256.7567567567569;1663.5294117647059
7,29.0;20.0;19.0;18.0;18.0;18.0;20.0;20.0,222.22222222222223;353.33333333333337;482.3529411764706;666.6666666666667;897.8494623655913;1475.0;2227.272727272727
7,30.0;20.0;19.0;18.0;18.0;19.0;20.0;20.0,200.0;318.18181818181813;437.8378378378379;607.6923076923077;916.6666666666667;1445.4545454545453;2110.0
6,29.0;18.0;19.0;19.0;18.0;19.0;20.0,163.63636363636363;340.0;582.7586206896552;780.952380952381;1173.3333333333335;1884.6153846153843
6,27.0;22.0;19.0;19.0;18.0;19.0;20.0,440.0;466.66666666666663;655.5555555555555;800.0;1141.025641025641;1757.1428571428569
6,27.0;22.0;17.0;20.0;18.0;20.0;20.0,440.0;340.0;676.9230769230769;840.0;1393.939393939394;2099.9999999999995
6,28.0;21.0;20.0;19.0;20.0;20.0;20.0,299.99999999999994;475.0;635.7142857142857;1000.0000000000002;1446.9696969696968;1976.9230769230767
