numPlayed,heuristicList,remainingTime
253,34.0;34.0;34.0;34.0;33.0;32.0;31.0;31.0;30.0;29.0;28.0;27.0;26.0;23.0;22.0;21.0;20.0;21.0;21.0;21.0;21.0;21.0;22.0;21.0;21.0;20.0;22.0;22.0;24.0;22.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;22.0;21.0;21.0;20.0;22.0;22.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;25.0;20.0;25.0;24.0;25.0;24.0;25.0;24.0;23.0;22.0;21.0;24.0;24.0;21.0;26.0;25.0;24.0;22.0;21.0;25.0;25.0;26.0;26.0;25.0;24.0;22.0;21.0;25.0;25.0;25.0;24.0;22.0;21.0;25.0;25.0;25.0;24.0;23.0;24.0;24.0;25.0;24.0;26.0;26.0;25.0;24.0;22.0;21.0;25.0;25.0;25.0;26.0;24.0;23.0;22.0;23.0;23.0;24.0;26.0;23.0;22.0;21.0;22.0;22.0;22.0;23.0;22.0;24.0;27.0;27.0;26.0;25.0;24.0;25.0;25.0;26.0;25.0;24.0;25.0;25.0;26.0;25.0;24.0;24.0;25.0;25.0;27.0;26.0;26.0;25.0;27.0;26.0;25.0;27.0;27.0;27.0;25.0;24.0;23.0;24.0;24.0;25.0;25.0;27.0;26.0;27.0;27.0;27.0;25.0;24.0;23.0;24.0;24.0;27.0;25.0;26.0;27.0;25.0;27.0;26.0;25.0;24.0;24.0;25.0;25.0;27.0;27.0;27.0;27.0;25.0;23.0;22.0;21.0;22.0;22.0;23.0;22.0;26.0;28.0;26.0;25.0;24.0;25.0;25.0;26.0;25.0;24.0;25.0;25.0;26.0;25.0;24.0;25.0;25.0;26.0;26.0;25.0;24.0;25.0;28.0;23.0;22.0;21.0;22.0;22.0;23.0;22.0;26.0;28.0;26.0;26.0;26.0;26.0;28.0;26.0;28.0;26.0;25.0;24.0;25.0;25.0;26.0;26.0;26.0;28.0;26.0;25.0;24.0;25.0;25.0;25.0;26.0;28.0;26.0;26.0;26.0;25.0;2.147483647E9,999990.0;999980.0;999970.0;1669.9999999999998;876.9230769230769;632.8571428571429;607.2093023255813;551.919191919192;497.1428571428572;450.0;410.552677029361;377.36434108527135;317.4585635359116;278.44444444444446;250.16313213703097;228.03149606299212;222.10290827740488;220.5263157894737;221.99481865284974;225.73643410852713;231.2658227848101;243.8381201044387;251.64164164164163;260.6006674082314;264.95398773006127;281.89783381829943;299.5987084870849;330.8746618575293;349.7205503009458;362.33766233766244;375.7647963105303;389.956204379562;404.874913134121;420.49071618037146;436.77869372225734;453.7181044957472;471.2915451895044;489.48430493273554;508.28386400431737;527.6795005202914;547.6619789050728;576.9936243256498;597.9416646905383;619.4612794612794;632.180616740088;664.5768566493955;697.7702511995483;753.2203389830506;811.2637828668362;871.9581211092247;935.3610875106201;1001.5306122448981;1070.524822695036;1142.4020442930155;1217.2208013640238;1315.2504317789292;1313.2962734198068;1416.5943238731215;1502.2440451316334;1616.483050847457;1709.55249204666;1835.6339644291452;1936.485788113695;2007.2108843537412;2045.3441016083389;2051.0836653386455;2159.512974051896;2271.6533333333336;2274.0215508947467;2469.4290245836632;2635.8618836490664;2763.7802907915993;2798.620283018868;2788.0596451491133;2970.094086021506;3162.3602969910125;3425.8338382818292;3712.173913043478;3947.3083475298117;4115.130830489193;4126.059479553903;4063.989759747934;4314.767161782417;4579.8280802292265;4860.083507306892;5053.369595536955;5046.4927184466;4948.221709006926;5243.810552500655;5556.375300721734;5887.051597051595;6107.651888341545;6203.317181506159;6431.959514170041;6666.453555239835;7057.334993773347;7307.696629213482;7914.668696534729;8585.337129840544;9095.749649696403;9395.086939571142;9227.441860465115;8867.66974015088;9380.922107674684;9926.354625550657;10506.555153707055;11425.983495993012;11777.167381974245;11809.348230912476;11538.61283643893;11587.044912128442;11638.726114649691;11992.960834397614;13025.782862270076;13052.991452991455;12748.442028985506;12172.766497461926;11947.77611381505;11745.027568021096;11562.020062262189;11647.767386498896;11484.301321970916;11828.53710712522;13032.661971830988;14424.648242791369;15625.64245810056;16506.347576006574;16964.836493542185;17934.20650095602;18972.53397632617;20727.40317312179;21980.241429261227;22552.047930283214;23942.61080448234;25447.201249674577;28148.56179775279;30031.31440281031;30754.574780058643;31490.19682726205;33663.88377327603;36053.1683804627;42887.49440715882;49167.32080723729;57175.78747628081;62663.453713123075;82368.65100087038;103678.09638554213;119225.64195298371;201768.4205281514;595456.8965517298;998490.0;998480.0;998470.0;998460.0;998450.0;998440.0;998430.0;998420.0;998410.0;998400.0;998390.0;998380.0;998370.0;998360.0;998350.0;998340.0;998330.0;998320.0;998310.0;998300.0;998290.0;998280.0;998270.0;998260.0;998250.0;998240.0;998230.0;998220.0;998210.0;998200.0;998190.0;998180.0;998170.0;998160.0;998150.0;998140.0;998130.0;998120.0;998110.0;998100.0;998090.0;998080.0;998070.0;998060.0;998050.0;998040.0;998030.0;998020.0;998010.0;998000.0;997990.0;997980.0;997970.0;997960.0;997950.0;997940.0;997930.0;997920.0;997910.0;997900.0;997890.0;997880.0;997870.0;997860.0;997850.0;997840.0;997830.0;997820.0;997810.0;997800.0;997790.0;997780.0;997770.0;997760.0;997750.0;997740.0;997730.0;997720.0;997710.0;997700.0;997690.0;997680.0;997670.0;997660.0;997650.0;997640.0;997630.0;997620.0;997610.0;997600.0;997590.0;997580.0;997570.0;997560.0;997550.0;997540.0;997530.0;997520.0;997510.0;997500.0;997490.0;997480.0;997470.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
