numPlayed,heuristicList,remainingTime
27,21.0;16.0;17.0;18.0;19.0;16.0;16.0;16.0;17.0;17.0;17.0;17.0;17.0;15.0;15.0;15.0;16.0;16.0;14.0;17.0;15.0;16.0;15.0;11.0;11.0;9.0;10.0;2.147483647E9,320.0;800.0;2100.0;8900.0;3911.1111111111113;3484.6153846153848;3594.594594594595;4800.0;6188.372093023256;7760.869565217394;9518.367346938776;11461.538461538461;8939.506172839507;7920.60606060606;7474.820143884892;8200.000000000002;8970.505050505048;7931.775700934579;9767.475728155337;9691.876750700285;10685.5421686747;10695.744680851065;8009.50040950041;6619.548872180452;5258.132956152757;4639.0965732087225;997300.0
15,24.0;16.0;16.0;17.0;18.0;16.0;16.0;15.0;16.0;16.0;17.0;17.0;17.0;17.0;17.0;18.0,200.0;366.66666666666663;719.0476190476189;1454.5454545454545;1641.4141414141413;1936.363636363636;1987.0967741935483;2451.8518518518513;2970.731707317073;4060.9756097560976;5379.268292682927;6946.341463414634;8782.926829268292;10909.756097560976;16567.16417910448
15,22.0;16.0;16.0;17.0;18.0;18.0;16.0;16.0;16.0;15.0;16.0;16.0;17.0;17.0;17.0;17.0,266.6666666666667;500.0;1033.3333333333335;2342.8571428571427;4551.282051282051;3799.999999999999;3820.0;4092.753623188405;3800.0;4394.736842105263;5048.062015503875;6699.999999999999;8703.658536585364;11106.666666666664;13961.53846153846
14,22.0;16.0;17.0;17.0;18.0;15.0;16.0;16.0;15.0;16.0;16.0;17.0;17.0;17.0;17.0,266.6666666666667;633.3333333333333;1135.7142857142858;2371.428571428571;1862.0689655172414;2247.368421052631;2710.6382978723404;2766.666666666666;3400.000000000001;4099.999999999999;5671.428571428572;7648.6486486486465;10107.042253521126;13135.294117647061
13,20.0;17.0;17.0;17.0;18.0;18.0;16.0;16.0;16.0;16.0;17.0;17.0;17.0;17.0,566.6666666666667;1100.0;1822.2222222222226;4250.0;8666.666666666666;5166.666666666668;4682.758620689655;4766.666666666666;5082.352941176472;6730.7692307692305;8668.553459119496;10911.111111111113;13472.727272727274
9,19.0;17.0;16.0;17.0;18.0;16.0;16.0;16.0;17.0;17.0,850.0;1055.5555555555554;2314.285714285714;8499.999999999996;5212.121212121212;4988.88888888889;5320.000000000001;8044.444444444445;11673.91304347826
6,22.0;16.0;16.0;17.0;18.0;18.0;19.0,266.6666666666667;500.0;1033.3333333333335;2342.8571428571427;4551.282051282051;16500.0
5,20.0;16.0;17.0;17.0;18.0;19.0,400.0;1077.7777777777778;2037.5;5666.666666666669;999500.0
5,20.0;16.0;16.0;17.0;18.0;19.0,400.0;766.6666666666666;1766.666666666667;5600.000000000001;999500.0
5,20.0;16.0;16.0;17.0;18.0;19.0,400.0;766.6666666666666;1766.666666666667;5600.000000000001;999500.0
5,20.0;15.0;16.0;16.0;17.0;18.0,300.0;750.0;1372.7272727272727;3160.0;14624.999999999998
