numPlayed,heuristicList,remainingTime
122,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;1.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;87366.66666666666;93866.66666666667;100599.99999999999;107566.66666666666;114766.66666666667;122200.0;129866.66666666669;996700.0;996600.0;996500.0;990000.000000001;803825.0000000001;694766.6666666671;624325.0000000001;576000.0;541541.6666666666;516366.6666666666;497724.99999999994;483866.66666666645;473624.9999999999;466192.30769230775;460991.6666666666;457599.9999999999;455700.00000000006;455049.01960784313;455458.3333333336;456778.94736842107;458891.6666666668;461700.0000000001;465125.00000000006;469101.44927536236;473574.99999999994;478500.0;483837.82051282044;489555.55555555545;495625.00000000006;502021.83908045996;508725.0;515716.1290322579;522979.16666666674;530500.0;538266.1764705882;546266.6666666667;554491.6666666666;562932.4324324324;571581.1403508772;580430.7692307692;589475.0;598708.1300813009;608125.0000000001;617720.9302325583;627491.6666666669;637433.3333333334;647542.3913043479;657815.6028368793;668250.0;678842.8571428573;689591.6666666667;700494.1176470588;711548.0769230769;722751.5723270439;734102.7777777778;745599.9999999997;757241.6666666665;769026.3157894739;780952.5862068965;793019.209039548;805225.0000000001;817568.8524590161;830049.7311827958;842666.6666666665;855418.7500000005;868305.1282051282;881324.9999999999;354850.29940119764;225265.17412935322;166669.10569105693;133297.3404255319;111765.09048453007;96734.375;85657.05045278138;77162.8337147216;70449.23076923078;65015.055762081785;60531.15264797509;56772.417840375594;53579.69543147208;53155.37993209225;52778.06539509537;52443.801652892565;52149.09013059301;51890.82110521386;51666.22114216282;51472.80883367839;49324.791086350975;47425.37509871018;39885.17200474496
31,9.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0;8.0,350.0;666.6666666666667;1100.0;1650.0;2316.6666666666665;3100.0;3999.999999999999;5016.666666666667;6150.000000000002;7400.0;8766.666666666668;10250.000000000002;11849.999999999998;13566.666666666666;15400.0;17350.0;19416.666666666664;21600.000000000004;23899.999999999996;26316.666666666664;28850.0;31500.0;34266.666666666664;37150.0;40150.0;43266.66666666667;46500.0;49850.0;53316.666666666664;115833.33333333333;996900.0
30,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;87366.66666666666;93866.66666666667;100599.99999999999;107566.66666666666;997000.0
27,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;87366.66666666666;997300.0
27,9.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0;8.0,350.0;666.6666666666667;1100.0;1650.0;2316.6666666666665;3100.0;3999.999999999999;5016.666666666667;6150.000000000002;7400.0;8766.666666666668;10250.000000000002;11849.999999999998;13566.666666666666;15400.0;17350.0;19416.666666666664;21600.000000000004;23899.999999999996;26316.666666666664;28850.0;31500.0;34266.666666666664;37150.0;40150.0;88299.99999999999;997300.0
25,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;997500.0
25,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;997500.0
25,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;997500.0
23,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;997700.0
22,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;997800.0
