numPlayed,heuristicList,remainingTime
295,63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;62.0;61.0;59.0;57.0;56.0;56.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;54.0;54.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;52.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;51.0;50.0;49.0;49.0;49.0;50.0;50.0;50.0;49.0;48.0;48.0;49.0;49.0;49.0;47.0;46.0;45.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;44.0;43.0;42.0;41.0;40.0;40.0;40.0;40.0;40.0;40.0;39.0;39.0;39.0;39.0;39.0;39.0;39.0;39.0;39.0;39.0;39.0;39.0;39.0;39.0;39.0;38.0;37.0;36.0;35.0;35.0;35.0;36.0;36.0;35.0;35.0;35.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;36.0;34.0;34.0;33.0;32.0;32.0;34.0;33.0;32.0;32.0;33.0;32.0;31.0;31.0;31.0;32.0;32.0;31.0;30.0;30.0;32.0;31.0;31.0;31.0;31.0;30.0;29.0;30.0;31.0;30.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;32.0;32.0;31.0;30.0;29.0;32.0;32.0;28.0;28.0;28.0;28.0;28.0;28.0;27.0;26.0;25.0;28.0;28.0;28.0;28.0;24.0;24.0;24.0;24.0;24.0;23.0;22.0;22.0;24.0;24.0;24.0;22.0;21.0;23.0;24.0;22.0;21.0;22.0;23.0;24.0;24.0;24.0;24.0;24.0;24.0;20.0;20.0;20.0;20.0;20.0;20.0;19.0;18.0;17.0;20.0;20.0;20.0;16.0;16.0;16.0;16.0;16.0;16.0;15.0;13.0;14.0;14.0;16.0;14.0;13.0;13.0;15.0;15.0;15.0;16.0;15.0;12.0;13.0;14.0;15.0;15.0;16.0;13.0;10.0;10.0;10.0;10.0;8.0;7.0;4.0;2.0,999990.0;999980.0;999970.0;999960.0;999950.0;999940.0;999930.0;999920.0;999910.0;999900.0;999890.0;999880.0;999870.0;999860.0;999850.0;999840.0;999830.0;999820.0;43970.0;16589.655172413793;7881.294964028777;4676.666666666666;3355.4692556634304;2754.857142857143;2335.266030013642;2090.426784400294;1936.7933271547731;1836.9968051118208;1771.815204678362;1730.3504380475592;1705.9627329192544;1694.3758573388207;1692.7113840340105;1670.7401032702237;1659.2848676412484;1631.5068493150677;1614.1663904540935;1605.092024539877;1602.7148158721102;1605.8729311265354;1613.687641012785;1625.4820415879028;1640.72625698324;1658.9995760915644;1679.9637169925418;1703.3435818601079;1728.9131632091057;1756.4850615114237;1785.902578796562;1817.033678756477;1832.4791344667701;1833.503521126761;1837.8809457321045;1845.2157698454985;1855.1820728291318;1867.5089430894313;1881.9693423824015;1898.3715699505178;1916.5526448726278;1936.3731218697826;1943.2569312381147;1938.2804333970676;1936.2695580565469;1936.9012107387261;1952.9924306614698;1970.5013927576601;1989.3314829500396;1996.5795240279267;1993.080085150113;1991.9655464558032;2004.9874720969433;2019.3273305084745;2034.8972646718903;2028.3275691699605;2012.8664495114012;1989.5434462444773;1959.421081081081;1933.4156931665457;1911.0315966719495;1891.8528377222165;1875.5277828550543;1861.7571491421027;1850.2846114692907;1840.8893620506105;1833.3801646351117;1827.5905644481886;1823.375;1820.605624685319;1819.1696914700542;1818.9673876194997;1819.910031637227;1821.9185636421917;1824.9222749406918;1828.8577337144934;1833.6678723908917;1839.301209000983;1845.711180124224;1852.8555671979266;1860.6960012933823;1869.1975341166549;1878.328265127307;1888.0590163934417;1891.7963496637844;1889.8127340823971;1882.4375145993931;1870.0435630984252;1859.098842766186;1849.4940131324852;1841.131283165504;1833.9229255716127;1827.7900146842876;1817.0956152211702;1807.6116107828748;1799.253512343642;1791.9451500948157;1785.617674104597;1780.208695652174;1775.6615466631124;1771.9246387196945;1768.9509063684732;1766.6973220687723;1765.1244722518954;1764.1961856933608;1763.8792068187809;1764.1429077301482;1764.959033702171;1761.720776982781;1754.621220292669;1743.8763038668217;1729.719345138657;1716.6509007878763;1704.599622539767;1697.6228180673024;1691.3632233605917;1681.7640568249735;1672.967062634989;1664.9259446916622;1653.760908444483;1643.4293817476382;1633.8824776178972;1625.0753225219396;1616.966652796767;1609.5184588092097;1602.6956703937221;1599.9476062610515;1597.6490634500337;1595.7802318961071;1594.3226288009382;1593.2589893057634;1592.5731677958524;1592.250048649244;1592.27546539194;1592.6361273500984;1593.3195530004518;1594.3140093160378;1598.8382419858476;1597.1557082738118;1595.830267278864;1591.6880747663554;1584.8360173974374;1578.4760556735082;1578.7098610794806;1576.1817774134106;1570.9837007219107;1566.2035498463815;1564.7875596423469;1560.7342815290426;1554.1375160150637;1547.9795767653873;1542.2415053359232;1539.7351410420251;1537.5399182163364;1532.853344679355;1525.7637013362269;1519.096940078472;1518.2557114228457;1514.9698902277282;1511.9897618517698;1509.3042714877506;1506.9029709399856;1502.1553976939404;1495.1406483057076;1491.0805772606527;1489.8780475338617;1486.368547701387;1485.6656180312202;1485.1822284270452;1484.9117934575024;1484.8480473509017;1484.9850248322405;1485.3170433224386;1485.8386863881233;1486.5447883406678;1487.4304198924337;1488.4908747865115;1489.721657323736;1491.1184707175112;1492.6772062130285;1494.3939329130058;1496.2648882569683;1498.2864691056157;1500.4552233859208;1502.7678422561712;1505.221152753657;1510.1836702698579;1515.2550918808697;1518.063662673785;1518.6406509646677;1517.0266132422184;1522.6349827616518;1528.3420409555024;1524.7784699551758;1521.4409554571384;1518.3226669982369;1515.4170869289105;1512.7179927085563;1510.2194403898961;1505.6586526596166;1499.0913167043764;1490.5793845315911;1488.9935257750935;1487.5779953479378;1486.3283901029868;1485.240488592403;1475.6494290821834;1466.392412709918;1457.457418747993;1448.8330316629886;1440.5084035028112;1430.410070493455;1418.6027145760931;1407.1708367152482;1400.099099099099;1393.2757729293785;1386.6929576505067;1376.4307151800563;1364.552606464641;1356.8629884579832;1351.3266944982206;1342.2107304460192;1331.5020374790643;1322.9620111518288;1316.5214197339933;1312.1219789694956;1307.8927678069435;1303.829226716257;1299.9269785810434;1296.1818196666422;1292.5897111195204;1282.0548155320257;1271.8107599093205;1261.8477177316322;1252.1563208289003;1242.727632964658;1233.5531252260075;1222.9468333623668;1210.9577109763522;1197.6370526866026;1189.5398844378951;1181.655804252041;1173.9784454219207;1160.1382822356677;1146.647471453888;1133.493390728746;1120.6640338244688;1108.1479734790673;1095.9343269204414;1082.5231776040723;1066.4909361100094;1052.3068050749707;1038.460716572602;1027.7858518927542;1014.532460967192;1000.1906906745121;986.181674868225;975.2202056632827;964.4987352576845;954.0096828921455;945.0758902262355;935.0113247619106;921.2375984487267;909.0575297496921;898.4161994437159;889.2652665008072;880.2996892853557;872.7677102571042;861.6528712626405;847.070303836771;832.7980410121231;818.8253425825096;805.1419651219844;789.3868944128576;772.8070592636527;753.1539623332342;731.7076007562264
1,63.0;63.0,999990.0
1,63.0;63.0,999990.0
1,63.0;63.0,999990.0
1,63.0;63.0,999990.0
1,63.0;63.0,999990.0
1,63.0;63.0,999990.0
1,63.0;63.0,999990.0
1,63.0;63.0,999990.0
1,63.0;63.0,999990.0
1,63.0;63.0,999990.0
