numPlayed,heuristicList,remainingTime
71,27.0;26.0;25.0;24.0;23.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;19.0;18.0;16.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;13.0;12.0;15.0;15.0;15.0;14.0;13.0;12.0;11.0;11.0;10.0;12.0;12.0;11.0;12.0;11.0;12.0;11.0;13.0;13.0;13.0;14.0;13.0;14.0;13.0;14.0;13.0;16.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;13.0;12.0;15.0;15.0;16.0;16.0,260.0;250.0;240.0;230.0;162.962962962963;158.57142857142858;169.4736842105263;187.77777777777777;211.0344827586207;238.23529411764702;268.8888888888889;302.72727272727275;317.94573643410854;317.7849462365592;291.4540816326531;265.7959183673469;241.55922865013775;218.9430894308943;197.8988764044944;190.60665362035223;186.58578856152513;184.93001555209958;185.07052186177714;186.63225806451612;200.36764705882354;208.89655172413796;212.30400000000003;211.03042198233555;227.81141595711142;245.2511415525115;263.3495145631068;275.3833192923337;281.23260437375745;281.22676579925655;276.01724137931024;272.33440514469453;264.1912421805183;268.843537414966;274.022708840227;274.0664961636827;280.4011437908497;281.56570363466926;288.8836583725622;290.9798887462558;304.8155096935585;319.0081300813008;333.5574063057704;354.76357952325134;369.9771079740559;392.33759719087027;408.20621209336525;431.7301414581068;448.2446808510639;489.0578158458245;523.1993597723633;549.3857493857495;566.8061749571184;575.1827242524917;593.3891508155857;611.9388729703917;630.831124278809;650.0651996740016;669.6404494382023;711.0152740341416;742.3386698290344;762.6453488372092;771.6212399378624;816.7109352924558;863.3045936395761;925.235646958012;990.1813633520949
69,27.0;26.0;26.0;25.0;24.0;23.0;21.0;21.0;21.0;19.0;18.0;17.0;17.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;13.0;12.0;15.0;15.0;14.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0,260.0;516.6666666666666;418.3333333333333;345.71428571428567;301.2345679012346;234.61538461538458;228.1818181818182;239.7385620915033;220.1379310344828;203.53535353535352;188.79134860050885;184.78527607361963;169.375;155.4358974358974;142.48826291079814;130.2325581395349;127.43647234678627;126.83168316831683;127.84574468085106;130.12306046013913;133.43108504398828;146.41168289290675;155.3311617806732;169.75124378109456;179.66002344665895;184.93624772313296;185.81524482584558;192.69961977186324;200.14818140996863;208.12765957446805;216.61140315406385;225.57781201849002;246.41160949868072;261.9387755102041;284.41666666666663;300.9128630705394;310.9665673618008;314.6005855290673;325.78407720144753;337.39837398373993;349.4335572974991;361.881081081081;374.7335423197493;403.5608410892796;425.0695674171516;455.8517034068136;487.7226494666336;510.8499271491015;524.5557122708041;528.8288288288288;543.5912568306012;558.751592356688;574.3034055727553;590.2409638554216;606.5591397849464;645.0499545867394;673.1563817554618;690.0224047796864;695.5405486523803;737.4147217235188;780.6515124395919;811.6754912342631;829.5506198347107;847.8117647058823;866.4532720507773;885.4700032082128;904.8572772898367;924.610821315332;944.7267267267266
69,27.0;26.0;26.0;25.0;24.0;23.0;21.0;21.0;21.0;19.0;18.0;17.0;17.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;13.0;12.0;15.0;15.0;14.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0,260.0;516.6666666666666;418.3333333333333;345.71428571428567;301.2345679012346;234.61538461538458;228.1818181818182;239.7385620915033;220.1379310344828;203.53535353535352;188.79134860050885;184.78527607361963;169.375;155.4358974358974;142.48826291079814;130.2325581395349;127.43647234678627;126.83168316831683;127.84574468085106;130.12306046013913;133.43108504398828;146.41168289290675;155.3311617806732;169.75124378109456;179.66002344665895;184.93624772313296;185.81524482584558;192.69961977186324;200.14818140996863;208.12765957446805;216.61140315406385;225.57781201849002;246.41160949868072;261.9387755102041;284.41666666666663;300.9128630705394;310.9665673618008;314.6005855290673;325.78407720144753;337.39837398373993;349.4335572974991;361.881081081081;374.7335423197493;403.5608410892796;425.0695674171516;455.8517034068136;487.7226494666336;510.8499271491015;524.5557122708041;528.8288288288288;543.5912568306012;558.751592356688;574.3034055727553;590.2409638554216;606.5591397849464;645.0499545867394;673.1563817554618;690.0224047796864;695.5405486523803;737.4147217235188;780.6515124395919;811.6754912342631;829.5506198347107;847.8117647058823;866.4532720507773;885.4700032082128;904.8572772898367;924.610821315332;944.7267267267266
69,27.0;26.0;26.0;25.0;24.0;23.0;21.0;21.0;21.0;19.0;18.0;17.0;17.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;13.0;12.0;15.0;15.0;14.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0,260.0;516.6666666666666;418.3333333333333;345.71428571428567;301.2345679012346;234.61538461538458;228.1818181818182;239.7385620915033;220.1379310344828;203.53535353535352;188.79134860050885;184.78527607361963;169.375;155.4358974358974;142.48826291079814;130.2325581395349;127.43647234678627;126.83168316831683;127.84574468085106;130.12306046013913;133.43108504398828;146.41168289290675;155.3311617806732;169.75124378109456;179.66002344665895;184.93624772313296;185.81524482584558;192.69961977186324;200.14818140996863;208.12765957446805;216.61140315406385;225.57781201849002;246.41160949868072;261.9387755102041;284.41666666666663;300.9128630705394;310.9665673618008;314.6005855290673;325.78407720144753;337.39837398373993;349.4335572974991;361.881081081081;374.7335423197493;403.5608410892796;425.0695674171516;455.8517034068136;487.7226494666336;510.8499271491015;524.5557122708041;528.8288288288288;543.5912568306012;558.751592356688;574.3034055727553;590.2409638554216;606.5591397849464;645.0499545867394;673.1563817554618;690.0224047796864;695.5405486523803;737.4147217235188;780.6515124395919;811.6754912342631;829.5506198347107;847.8117647058823;866.4532720507773;885.4700032082128;904.8572772898367;924.610821315332;944.7267267267266
69,27.0;26.0;26.0;25.0;24.0;23.0;21.0;21.0;21.0;19.0;18.0;17.0;17.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;13.0;12.0;15.0;15.0;14.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0,260.0;516.6666666666666;418.3333333333333;345.71428571428567;301.2345679012346;234.61538461538458;228.1818181818182;239.7385620915033;220.1379310344828;203.53535353535352;188.79134860050885;184.78527607361963;169.375;155.4358974358974;142.48826291079814;130.2325581395349;127.43647234678627;126.83168316831683;127.84574468085106;130.12306046013913;133.43108504398828;146.41168289290675;155.3311617806732;169.75124378109456;179.66002344665895;184.93624772313296;185.81524482584558;192.69961977186324;200.14818140996863;208.12765957446805;216.61140315406385;225.57781201849002;246.41160949868072;261.9387755102041;284.41666666666663;300.9128630705394;310.9665673618008;314.6005855290673;325.78407720144753;337.39837398373993;349.4335572974991;361.881081081081;374.7335423197493;403.5608410892796;425.0695674171516;455.8517034068136;487.7226494666336;510.8499271491015;524.5557122708041;528.8288288288288;543.5912568306012;558.751592356688;574.3034055727553;590.2409638554216;606.5591397849464;645.0499545867394;673.1563817554618;690.0224047796864;695.5405486523803;737.4147217235188;780.6515124395919;811.6754912342631;829.5506198347107;847.8117647058823;866.4532720507773;885.4700032082128;904.8572772898367;924.610821315332;944.7267267267266
68,27.0;26.0;26.0;25.0;24.0;23.0;22.0;21.0;20.0;19.0;18.0;17.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;14.0;15.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0,260.0;516.6666666666666;418.3333333333333;345.71428571428567;301.2345679012346;270.8695652173913;247.91666666666669;229.1823899371069;213.02013422818794;198.51485148514848;185.12531328320802;163.84180790960454;147.1428571428571;133.04093567251465;120.5;117.54299754299751;116.875;117.86948176583496;120.14705882352939;123.46456692913392;136.1400894187779;144.9303621169916;159.0820614908206;173.9416983523447;184.13978494623655;189.54714179658498;190.4113110539846;197.46369796708626;205.09068739521422;213.2582322357017;221.9390695759572;231.1111111111111;252.51439539347405;268.44097995545667;291.5393013100437;308.4566596194503;318.7116357504216;322.3322683706069;333.7438574938574;345.5943228858663;357.87343215507406;370.5723720418272;383.6835106382978;413.27716341934354;435.31306364339105;466.92700357325157;490.0824587706147;504.07353652636675;508.850521436848;523.879142300195;539.3052217609786;555.123194562447;571.3280980918926;587.9154929577464;626.3674614305751;654.6224677716389;683.482993197279;725.3369481022464;768.5671104251078;799.3158494868871;816.6456867826735;820.5448489174396;838.9395786174473;857.7218633117986;876.88645297016;896.4285714285713;916.3438641054136;966.69628689305
67,27.0;26.0;26.0;25.0;24.0;23.0;22.0;21.0;20.0;19.0;18.0;17.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;14.0;15.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0,260.0;516.6666666666666;418.3333333333333;345.71428571428567;301.2345679012346;270.8695652173913;247.91666666666669;229.1823899371069;213.02013422818794;198.51485148514848;185.12531328320802;163.84180790960454;147.1428571428571;133.04093567251465;120.5;117.54299754299751;116.875;117.86948176583496;120.14705882352939;123.46456692913392;136.1400894187779;144.9303621169916;159.0820614908206;168.88888888888886;174.21602787456447;175.28194147037829;182.21942627075987;189.72459639126305;197.7647940074906;206.31399317406147;215.35119772634994;236.08154620068842;251.61550268610893;274.0451127819549;290.58445495331637;300.75156576200425;304.5553359683796;315.86497890295357;327.61266747868456;339.7887323943662;352.38486221215555;365.39387308533935;394.3800757985922;416.07344632768354;447.08890637293484;469.9178644763857;483.85328696804106;488.8296860133214;503.79644588045244;519.1618108471537;534.9204966238292;551.0677966101691;567.5995050525883;605.5318275154004;633.5119288313788;662.1054028939334;703.4635984923625;746.205533596838;776.7146749708058;794.0485216072784;798.1808219178079;816.576383939178;835.3609323360586;854.529391777098;874.0771487077318;894.0;943.9574882362485
67,27.0;26.0;26.0;25.0;24.0;23.0;22.0;21.0;20.0;19.0;18.0;17.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;14.0;15.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0,260.0;516.6666666666666;418.3333333333333;345.71428571428567;301.2345679012346;270.8695652173913;247.91666666666669;229.1823899371069;213.02013422818794;198.51485148514848;185.12531328320802;163.84180790960454;147.1428571428571;133.04093567251465;120.5;117.54299754299751;116.875;117.86948176583496;120.14705882352939;123.46456692913392;136.1400894187779;144.9303621169916;159.0820614908206;168.88888888888886;174.21602787456447;175.28194147037829;182.21942627075987;189.72459639126305;197.7647940074906;206.31399317406147;215.35119772634994;236.08154620068842;251.61550268610893;274.0451127819549;290.58445495331637;300.75156576200425;304.5553359683796;315.86497890295357;327.61266747868456;339.7887323943662;352.38486221215555;365.39387308533935;394.3800757985922;416.07344632768354;447.08890637293484;469.9178644763857;483.85328696804106;488.8296860133214;503.79644588045244;519.1618108471537;534.9204966238292;551.0677966101691;567.5995050525883;605.5318275154004;633.5119288313788;662.1054028939334;703.4635984923625;746.205533596838;776.7146749708058;794.0485216072784;798.1808219178079;816.576383939178;835.3609323360586;854.529391777098;874.0771487077318;894.0;943.9574882362485
67,27.0;26.0;26.0;25.0;24.0;23.0;22.0;21.0;20.0;19.0;18.0;17.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;14.0;15.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0,260.0;516.6666666666666;418.3333333333333;345.71428571428567;301.2345679012346;270.8695652173913;247.91666666666669;229.1823899371069;213.02013422818794;198.51485148514848;185.12531328320802;163.84180790960454;147.1428571428571;133.04093567251465;120.5;117.54299754299751;116.875;117.86948176583496;120.14705882352939;123.46456692913392;136.1400894187779;144.9303621169916;159.0820614908206;168.88888888888886;174.21602787456447;175.28194147037829;182.21942627075987;189.72459639126305;197.7647940074906;206.31399317406147;215.35119772634994;236.08154620068842;251.61550268610893;274.0451127819549;290.58445495331637;300.75156576200425;304.5553359683796;315.86497890295357;327.61266747868456;339.7887323943662;352.38486221215555;365.39387308533935;394.3800757985922;416.07344632768354;447.08890637293484;469.9178644763857;483.85328696804106;488.8296860133214;503.79644588045244;519.1618108471537;534.9204966238292;551.0677966101691;567.5995050525883;605.5318275154004;633.5119288313788;662.1054028939334;703.4635984923625;746.205533596838;776.7146749708058;794.0485216072784;798.1808219178079;816.576383939178;835.3609323360586;854.529391777098;874.0771487077318;894.0;943.9574882362485
67,27.0;26.0;26.0;25.0;24.0;23.0;22.0;21.0;20.0;19.0;18.0;17.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0;14.0;14.0;15.0;15.0;14.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;15.0,260.0;516.6666666666666;418.3333333333333;345.71428571428567;301.2345679012346;270.8695652173913;247.91666666666669;229.1823899371069;213.02013422818794;198.51485148514848;185.12531328320802;163.84180790960454;147.1428571428571;133.04093567251465;120.5;117.54299754299751;116.875;117.86948176583496;120.14705882352939;123.46456692913392;136.1400894187779;144.9303621169916;159.0820614908206;168.88888888888886;174.21602787456447;175.28194147037829;182.21942627075987;189.72459639126305;197.7647940074906;206.31399317406147;215.35119772634994;236.08154620068842;251.61550268610893;274.0451127819549;290.58445495331637;300.75156576200425;304.5553359683796;315.86497890295357;327.61266747868456;339.7887323943662;352.38486221215555;365.39387308533935;394.3800757985922;416.07344632768354;447.08890637293484;469.9178644763857;483.85328696804106;488.8296860133214;503.79644588045244;519.1618108471537;534.9204966238292;551.0677966101691;567.5995050525883;605.5318275154004;633.5119288313788;662.1054028939334;703.4635984923625;746.205533596838;776.7146749708058;794.0485216072784;798.1808219178079;816.576383939178;835.3609323360586;854.529391777098;874.0771487077318;894.0;943.9574882362485
