numPlayed,heuristicList,remainingTime
49,35.0;34.0;33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;24.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;24.0;23.0;20.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;17.0;17.0;19.0;18.0;19.0;19.0;19.0;20.0;20.0;20.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;20.0;19.0,340.0;330.0;320.0;310.0;356.11111111111114;363.04347826086956;353.04347826086956;337.33333333333337;276.6455696202531;243.8053097345133;245.65371024734986;254.58823529411774;268.1863979848867;285.2422907488987;305.08806262230917;327.3239436619719;351.696;378.03519061583575;406.2246278755076;422.14052287581717;426.96936542669573;399.38775510204084;372.1212121212121;345.7452574525747;320.5315420560747;296.57210401891257;285.0339520144862;277.02127659574467;271.66977728007964;268.39396019217565;266.78310574785644;266.5405831363279;276.56346749226;282.4281150159745;293.62895005096846;305.307917888563;317.45305164319245;335.1328777524677;353.329646017699;372.04301075268813;385.5922007882182;399.58333333333326;414.0092969203952;428.86389201349834;444.141689373297;459.8379140239606;475.9483495809817;499.0284757118927;515.8482578964507
47,35.0;34.0;33.0;32.0;32.0;32.0;31.0;30.0;29.0;28.0;25.0;25.0;23.0;22.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;20.0;19.0;18.0;17.0;19.0;19.0;19.0;19.0;19.0;19.0;21.0;20.0;19.0;18.0;17.0;19.0;19.0;19.0;19.0;19.0;19.0;21.0,340.0;330.0;320.0;395.00000000000006;499.9999999999999;508.82352941176464;478.11320754716985;440.0;404.4827586206897;324.72527472527474;296.73387096774195;262.2485207100591;237.89115646258506;219.0322580645161;210.22222222222223;207.27272727272725;208.15181518151815;211.75438596491227;217.42782152230978;224.76190476190482;233.48583877995634;243.4136546184739;254.41340782122904;266.38888888888886;279.2682926829269;286.8544600938967;289.51807228915663;287.8438030560269;282.51516324687054;289.8545454545455;297.99108673294484;306.8568958063122;316.39803137496165;326.5710942071386;337.3407717340773;360.2608695652174;377.7649527806924;389.57475305541607;395.73848723455023;396.5765765765765;410.4746400405181;424.8387096774194;439.6599878567091;454.930827460193;470.6445497630332;486.7952958471151;517.3550921728619
46,35.0;34.0;33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;24.0;25.0;25.0;24.0;23.0;20.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;17.0;17.0;19.0;18.0;17.0;16.0;19.0;19.0;19.0;20.0;20.0;20.0;19.0;18.0;17.0;19.0;19.0;19.0;19.0;19.0;19.0;20.0;20.0,340.0;330.0;320.0;310.0;356.11111111111114;363.04347826086956;353.04347826086956;337.33333333333337;276.6455696202531;243.8053097345133;245.65371024734986;254.58823529411774;256.8292682926829;254.21052631578942;231.30016051364373;212.5;196.32258064516128;181.89189189189187;168.66310160427804;164.15770609318997;162.04559088182367;161.7226435536295;162.79835390946494;165.0090744101633;168.17037347880824;179.37583001328017;187.33108108108104;192.04497540407584;193.68116890197365;207.45752045311508;221.76417096089733;236.60038986354766;256.4367160775371;277.0300333704115;298.38038364096997;315.15756302521004;327.02443940539183;333.9283429302624;352.41548146421064;371.42857142857144;390.967409696167;411.03181427343065;431.62162162162167;452.73668437542574;481.4185110663983;510.9591755846212
45,35.0;34.0;33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;24.0;25.0;25.0;24.0;23.0;20.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;17.0;17.0;19.0;18.0;19.0;19.0;19.0;20.0;20.0;20.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;20.0;19.0;20.0;20.0;20.0,340.0;330.0;320.0;310.0;356.11111111111114;363.04347826086956;353.04347826086956;337.33333333333337;276.6455696202531;243.8053097345133;245.65371024734986;254.58823529411774;256.8292682926829;254.21052631578942;231.30016051364373;212.5;196.32258064516128;181.89189189189187;168.66310160427804;164.15770609318997;162.04559088182367;161.7226435536295;162.79835390946494;165.0090744101633;168.17037347880824;179.37583001328017;187.33108108108104;199.71326164874546;212.62688614540474;226.0683760683761;244.48198916161948;263.59735973597355;283.4144875262999;298.68055555555554;314.46304044630415;330.75928917609065;347.56700494405413;364.8841893252769;382.7090953425993;401.04018912529534;426.48988729350026;445.74640287769796;472.6681367144432;500.3548247511901;528.8065406668084
45,35.0;34.0;33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;24.0;25.0;25.0;24.0;23.0;20.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;17.0;17.0;19.0;18.0;19.0;19.0;19.0;20.0;20.0;20.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;20.0;19.0;20.0;20.0;20.0,340.0;330.0;320.0;310.0;356.11111111111114;363.04347826086956;353.04347826086956;337.33333333333337;276.6455696202531;243.8053097345133;245.65371024734986;254.58823529411774;256.8292682926829;254.21052631578942;231.30016051364373;212.5;196.32258064516128;181.89189189189187;168.66310160427804;164.15770609318997;162.04559088182367;161.7226435536295;162.79835390946494;165.0090744101633;168.17037347880824;179.37583001328017;187.33108108108104;199.71326164874546;212.62688614540474;226.0683760683761;244.48198916161948;263.59735973597355;283.4144875262999;298.68055555555554;314.46304044630415;330.75928917609065;347.56700494405413;364.8841893252769;382.7090953425993;401.04018912529534;426.48988729350026;445.74640287769796;472.6681367144432;500.3548247511901;528.8065406668084
45,35.0;34.0;33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;24.0;25.0;25.0;24.0;23.0;20.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;17.0;17.0;19.0;18.0;19.0;19.0;19.0;20.0;20.0;20.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;20.0;19.0;20.0;20.0;20.0,340.0;330.0;320.0;310.0;356.11111111111114;363.04347826086956;353.04347826086956;337.33333333333337;276.6455696202531;243.8053097345133;245.65371024734986;254.58823529411774;256.8292682926829;254.21052631578942;231.30016051364373;212.5;196.32258064516128;181.89189189189187;168.66310160427804;164.15770609318997;162.04559088182367;161.7226435536295;162.79835390946494;165.0090744101633;168.17037347880824;179.37583001328017;187.33108108108104;199.71326164874546;212.62688614540474;226.0683760683761;244.48198916161948;263.59735973597355;283.4144875262999;298.68055555555554;314.46304044630415;330.75928917609065;347.56700494405413;364.8841893252769;382.7090953425993;401.04018912529534;426.48988729350026;445.74640287769796;472.6681367144432;500.3548247511901;528.8065406668084
44,35.0;34.0;33.0;32.0;32.0;32.0;31.0;30.0;29.0;28.0;25.0;25.0;24.0;23.0;22.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;20.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;20.0;19.0;19.0;18.0;20.0;20.0;20.0;21.0;21.0,340.0;330.0;320.0;395.00000000000006;499.9999999999999;508.82352941176464;478.11320754716985;440.0;404.4827586206897;324.72527472527474;296.73387096774195;274.9693251533742;256.8824940047961;241.11111111111114;226.86915887850466;220.4724409448819;218.95691609977325;220.77844311377237;225.05347593582889;231.23993558776164;238.98678414096923;248.05668016194335;258.2833957553059;269.5470383275262;281.7589576547232;294.85219164118246;308.7752161383286;317.04035874439455;320.0;324.30340557275554;329.7609561752988;336.22872702518725;343.59550561797755;351.7739975698664;360.6947247045258;376.42105263157896;386.4097148891236;397.02302908051774;401.9650968204638;420.2777777777777;439.09954378879695;458.4283848498043;485.3093003412971;512.934615920814
16,35.0;34.0;33.0;32.0;32.0;32.0;31.0;30.0;29.0;28.0;25.0;25.0;23.0;22.0;21.0;21.0;2.147483647E9,340.0;330.0;320.0;395.00000000000006;499.9999999999999;508.82352941176464;478.11320754716985;440.0;404.4827586206897;324.72527472527474;296.73387096774195;262.2485207100591;237.89115646258506;219.0322580645161;210.22222222222223;999840.0
6,35.0;34.0;33.0;32.0;32.0;32.0;31.0,340.0;330.0;320.0;395.00000000000006;499.9999999999999;508.82352941176464
6,35.0;34.0;33.0;32.0;32.0;32.0;31.0,340.0;330.0;320.0;395.00000000000006;499.9999999999999;508.82352941176464
