numPlayed,heuristicList,remainingTime
521,19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;20.0;20.0;20.0;19.0;18.0;18.0;18.0;18.0;18.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;19.0;20.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;16.0;16.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;14.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;12.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0;10.0;10.0;10.0;9.0;7.0;4.0;1.0,999900.0;999800.0;999700.0;999600.0;999500.0;999400.0;999300.0;999200.0;999100.0;999000.0;998900.0;998800.0;998700.0;998600.0;998500.0;998400.0;998300.0;998200.0;998100.0;998000.0;997900.0;997800.0;997700.0;997600.0;997500.0;997400.0;997300.0;997200.0;997100.0;997000.0;996900.0;996800.0;996700.0;996600.0;996500.0;996400.0;996300.0;996200.0;996100.0;906833.3333333334;358234.8717948718;234711.320754717;256470.19230769225;279903.2679738562;305129.99999999994;332279.5918367346;361492.01388888893;392919.14893617015;426726.0869565218;463092.59259259264;502214.77272727276;544306.9767441862;589603.9682539682;638363.4146341463;690868.7499999998;747432.4786324782;808399.9999999998;874154.0540540536;945119.9074074072;994000.0;993900.0;993800.0;993700.0;993600.0;993500.0;993400.0;993300.0;993200.0;993100.0;993000.0;992900.0;992800.0;992700.0;992600.0;992500.0;992400.0;992300.0;992200.0;992100.0;992000.0;991900.0;991800.0;991700.0;991600.0;991500.0;991400.0;991300.0;991200.0;991100.0;991000.0;990900.0;990800.0;990700.0;990600.0;990500.0;990400.0;990300.0;990200.0;990100.0;990000.0;989900.0;989800.0;989700.0;989600.0;989500.0;989400.0;989300.0;989200.0;989100.0;989000.0;988900.0;988800.0;988700.0;988600.0;988500.0;988400.0;988300.0;988200.0;988100.0;988000.0;987900.0;987800.0;987700.0;987600.0;987500.0;987400.0;987300.0;987200.0;987100.0;987000.0;986900.0;986800.0;986700.0;986600.0;986500.0;986400.0;986300.0;986200.0;986100.0;986000.0;985900.0;985800.0;985700.0;985600.0;919343.6911487755;736175.2592592589;617558.5470085472;534536.6562824509;473219.6928635952;426113.10951239016;388816.88172043004;358577.7777777778;333584.8484848485;312598.08429118776;294739.8528665652;279371.53664302605;266017.35281097825;254315.56387848518;243986.23871221044;234809.36454849492;226609.62962962966;219245.61933534744;212602.00128081968;206583.77716559533;201111.99061858692;196120.47819971867;191553.37929170046;187363.20582877958;183509.33032355155;179956.79012345683;176675.3333333333;173638.65127856983;170823.7563006794;168210.47376248142;162636.42806520197;157585.81560283693;150334.47176684887;143901.2048192771;138158.02066340402;133002.32558139533;128350.92319054654;124135.63704748472;120300.06747638326;116797.15394566624;113587.31884057968;110637.03703703701;107917.72151898732;105404.84646688862;103077.2508038585;100916.58031088085;98906.8371782012;97034.01360544219;95285.7917059378;93651.29612686798;92120.88888888889;90685.99827139152;89338.97532940844;88072.97297297297;86881.843575419;85760.05188067442;84702.60060744114;83704.96664195694;82763.04610185858;81873.10686482662;81031.74740484428;80235.86097946287;79482.60437375745;78769.3705386113;78093.76456876459;77453.58255451714;76846.79291386683;76271.51987217892;75726.02880658435;75208.71321407963;74718.08309726158;74252.75459098499;73811.44067796611;73392.94286226043;72996.14368726891;72620.0;72263.53687617097;71925.84213172446;71606.06135576448;71303.3934080208;71017.08633093526;70746.43363249881;70490.77090119434;70249.47271893626;70021.94984184366;69807.64662212323;69606.03864734298;69416.63057600692;69238.95415064787;69072.56637168142;68917.04781704786;68772.00109424154;68637.04941271774;68511.8352658936;68396.01921305436;68289.27875243667;68191.30727762802;68101.81311018128;68020.51860202933;67947.1593018938;67881.48318042826;67823.24990932175;67772.23019003226;67728.20512820524;67690.96565019278;67660.31195840557;67636.05302251174;67618.00610376401;67605.99630996313;67599.85617878087;67599.42528735631;67604.54988625285;67615.0825560202;67630.88188475011;67651.81216514339;67677.74310972438;67708.54958294716;67744.11134903641;67784.3128344946;67829.04290429043;67878.19465081724;67931.6651947797;67989.35549722951;68051.17018202832;68117.01736806947;68186.8085106383;68260.45825133537;68337.88427602862;68419.00718033692;68503.7503421845;68592.03980099501;68683.80414312618;68778.97439317153;68877.48391078197;68979.26829268291;69084.26527958387;69192.4146676984;69303.65822460987;69417.93960923623;69535.20429566244;69655.39950062423;69778.4741144414;69904.37863520929;70033.0651060717;70164.48705540769;70298.5994397759;70435.3585894687;70574.7221565382;70407.30415258498;69942.89601106754;69494.87307740403;69062.5737157208;68645.37220335983;68242.67632681564;67853.92516823686;67478.5870650996;67116.15772744917;66766.15849869505;66428.13474734875;66101.65437834566;65786.3064537047;65481.699913269724;65187.46238716149;64903.239092361284;64628.69180655286;64363.49791298465;64107.34951068317;63859.952584860235;63621.0262328151;63390.30194104962;63167.522909685635;62952.443420613025;62744.82824610088;62544.452094880704;62351.09909296088;62164.56229665717;61984.6432355321;61811.15148312083;61643.9042534928;61482.72602185354;61327.44816753089;61177.908637821034;61033.95163128483;60895.427299195086;60762.19146393184;60634.10535321434;60511.035349139915;60392.85275107599;60279.433551522015;60170.658224120154;60066.411523054136;59966.58229312813;59871.06328986882;59779.75100903872;59692.54552499032;59609.3503373329;59530.07222541531;59454.62111016507;59382.90992285327;59314.85448038354;59250.37336672978;59189.38782017217;59131.821626002304;59077.601014392334;59026.65456313829;58978.91310500988;58934.30963945392;58892.7792484136;58854.25901604319;58818.687952107764;58786.006918873405;58756.15856130308;58729.08724038504;58704.73896943145;58683.0613531938;58664.00352965025;58647.51611433037;58633.55114704775;58622.06204092111;58613.0035335689;58606.33164037112;58602.00360969588;58599.977879996106;58600.214038684644;58602.67278270351;58607.31588070582;58614.10613677374;58623.007355601105;58633.98430907099;58647.00270416439;58662.029152138086;58679.0311389135;58697.976996622136;58718.8358762539;58741.577721359965;58766.17324276248;58792.593894226535;58820.81184905203;58850.79997754449;58882.53182532839;58915.981592463606;58951.12411333306;58987.93483726743;59026.389809875385;59066.46565505031;59108.13955762425;59151.389246642895;59196.192979235275;59242.52952505366;59290.378151260535;59339.71860804016;59390.53111461393;59442.79634573788;59496.49541866503;59551.609880552;59608.121696294285;59666.01323677125;59725.267267486415;59785.86693758701;59847.7957692481;59911.03764740743;59975.576809835664;60041.39783753567;60108.48564544741;60176.82547345782;60246.40287769784;60317.20372211776;60389.214170330786;60462.42067771415;60536.80998375933;60612.36910466099;60689.0853261374;60766.946196473116;60845.939519774925;60926.05334943671;61007.27598180178;61089.595950018294;61173.002018080704;61257.48317504884;61343.028629441615;61429.62780379591;61517.27032938757;61605.94604110731;61695.64497248741;61786.357350872684;61878.07359273221;61970.78429910651;62064.48025118526;62159.15240601181;62254.791892310066;62351.39000642934;62448.938208403895;62547.428118123105;62646.85151160849;62747.20031739434;62848.46661300877;62950.642621551495;63053.72070836564;63157.69337780036;63262.553270061675;63368.29315814821;63474.90594486975;63582.38465994588;63690.722457181415;63799.912611717984;63909.948517357436;64020.8236839562;64132.53173488805;64245.06640457292;64358.42153607008;64472.59107873382;64587.56908592921;64703.349712807045;64819.927214134936;64937.295942184326;65055.450344670855;65174.384962746306;65294.09442904161;65414.573465758614;65535.81688280906;65657.81957600056;65780.57652526663;65904.08279294075;66028.33352207251;66153.32393478512;66279.04933067277;66405.50508523652;66532.68664835849;66660.58954281219;66789.20936280886;66918.54177257817;67048.58250498299;67027.8347307848;67159.83692457124;67292.53068542271;67425.91207091135;67559.977199664;67694.72225018457;67830.14345970408;67966.23712305675;68102.99959158202;68240.42727205135;68378.51662561957;68517.2641667999;68656.66646246209;68796.72013085302;68937.42184063901;69078.76830997007;69220.75630556411;69363.382641812;69506.6441799021;69650.5378269642;69795.06053523178;69940.20930122309;69933.90217227889;69929.08134235114;69925.72786777126;69923.8231843997;69923.3490981686;69924.28777590598;69926.62173643154;69930.3338419147;69935.40728948613;69793.3390005123;69654.19525681014;69517.92465418323;69384.4770569205;69253.8035589091;68981.35526244072;68713.84959127459;68451.17990219241;68193.24267414407;67939.93739482012;67552.20730977893;66897.58177903444;65855.16874833911;64452.64521273793
1,19.0;19.0,999900.0
1,19.0;19.0,999900.0
1,19.0;19.0,999900.0
1,19.0;19.0,999900.0
1,19.0;19.0,999900.0
1,19.0;19.0,999900.0
1,19.0;19.0,999900.0
1,19.0;19.0,999900.0
1,19.0;19.0,999900.0
1,19.0;19.0,999900.0
