numPlayed,heuristicList,remainingTime
415,120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;118.0;117.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;116.0;115.0;110.0;107.0;108.0;109.0;108.0;109.0;108.0;109.0;109.0;109.0;109.0;109.0;109.0;109.0;110.0;107.0;109.0;108.0;109.0;109.0;109.0;109.0;109.0;108.0;109.0;108.0;109.0;109.0;109.0;109.0;108.0;109.0;109.0;108.0;109.0;109.0;109.0;108.0;109.0;109.0;110.0;108.0;108.0;110.0;109.0;107.0;104.0;106.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.0;100.0;100.0;100.0;101.0;100.0;101.0;100.0;100.0;100.0;100.0;100.0;99.0;100.0;100.0;99.0;98.0;100.0;100.0;98.0;97.0;93.0;95.0;93.0;95.0;95.0;95.0;95.0;95.0;92.0;93.0;91.0;91.0;92.0;92.0;93.0;93.0;90.0;92.0;93.0;92.0;93.0;93.0;93.0;93.0;93.0;93.0;92.0;93.0;93.0;93.0;92.0;93.0;93.0;93.0;93.0;92.0;90.0;92.0;92.0;92.0;93.0;93.0;93.0;93.0;93.0;93.0;92.0;90.0;92.0;93.0;93.0;92.0;91.0;93.0;92.0;93.0;93.0;91.0;92.0;93.0;93.0;93.0;93.0;93.0;93.0;94.0;91.0;92.0;93.0;93.0;92.0;93.0;92.0;93.0;93.0;94.0;94.0;93.0;93.0;94.0;93.0;94.0;94.0;91.0;91.0;92.0;93.0;94.0;93.0;90.0;93.0;93.0;93.0;92.0;93.0;93.0;94.0;93.0;93.0;93.0;91.0;93.0;94.0;93.0;90.0;93.0;94.0;94.0;94.0;94.0;94.0;90.0;93.0;92.0;91.0;92.0;93.0;92.0;93.0;92.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;93.0;91.0;91.0;93.0;90.0;91.0;94.0;92.0;91.0;93.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;92.0;90.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;92.0;93.0;92.0;93.0;93.0;93.0;93.0;94.0;94.0;94.0;94.0;93.0;93.0;94.0;93.0;91.0;93.0;94.0;92.0;93.0;94.0;93.0;94.0;94.0;94.0;94.0;93.0;94.0;94.0;94.0;94.0;92.0;92.0;94.0;94.0;94.0;93.0;90.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;93.0;94.0;91.0;93.0;94.0;92.0;93.0;93.0;94.0;94.0;93.0;93.0;93.0;92.0;93.0;93.0;93.0;91.0;91.0;93.0;94.0;94.0;92.0;92.0;93.0;94.0;94.0;93.0;94.0;94.0;94.0;94.0;92.0;94.0;93.0;90.0;94.0;94.0;94.0;94.0;95.0;91.0;93.0;91.0;93.0;90.0;93.0;92.0;93.0;94.0;93.0;94.0;94.0;94.0;95.0;93.0;93.0;92.0;93.0;90.0;93.0;94.0;92.0;94.0;94.0;94.0;90.0;2.147483647E9,999900.0;999800.0;999700.0;999600.0;999500.0;999400.0;999300.0;999200.0;999100.0;131300.0;66510.45751633985;45600.0;38895.620437956204;36280.74074074074;35441.70403587444;35560.9022556391;36275.83603020496;37401.13636363636;38832.15189873418;40505.327245053275;42379.83367983368;44428.24427480915;46631.45208700764;48975.73770491803;51450.9954058193;54049.61685823755;56765.76454668471;59594.88491048592;62533.37373737374;65578.34101382489;68727.44237102086;71978.75611460516;75330.69207622868;78781.92307692308;82331.33271775932;85977.97513321492;89721.04362703166;93559.84598459846;97493.78486055775;101522.34206471493;105645.06587124035;109861.56069364162;114171.47862648912;118574.5124716553;123070.3899537343;127658.86889460153;132339.73316656242;133126.62721893488;117525.02467917076;100019.90445859873;89950.01696640652;83972.97297297297;78210.41777305718;74783.31726133077;71152.12649945474;69079.82279500604;67414.28838601084;66076.25698324022;65006.23669995085;64158.705701078594;63498.238975403874;62996.85603971318;63188.639365918105;61841.58415841585;61731.816390858934;61219.82932854256;61302.294022617134;61452.37306843267;61663.496963058846;61930.05181347151;62247.21167793106;62179.2392463562;62602.36457437661;62647.249351652616;63159.16205152901;63703.58367092551;64278.55647216126;64882.33995584989;65115.1003844511;65783.20159016317;66475.32098932288;66799.68536969062;67546.42057449938;68313.80732225416;69101.09272938162;69521.17721569094;70354.47839219331;71205.45764639;72462.18181818187;72950.05452562706;73464.4137197554;74776.7927625834;75709.45529290852;75878.40375586854;74959.66904659226;74874.85597472588;72759.58877026493;70899.78887129483;69258.28412918567;67804.85040797824;66514.66069989293;65367.13190078076;64345.055163502635;63433.93167833651;62621.45941145849;61897.13223579395;61251.92375205185;60476.96019300363;59977.169070852775;59535.2264557872;59146.04320127414;58984.91333397891;58681.02793121009;58590.90409453146;58359.95189952344;58164.742256125755;58002.684563758405;57871.45207733447;57768.94914891625;57539.28459856294;57493.51228719043;57471.03619544297;57323.66030881017;57059.87193547246;57111.13130683654;57180.207450594884;56990.016531658126;56692.819802702914;55906.02447149664;55437.10482529117;54765.629701268015;54387.44901160967;54044.737719493234;53734.930177557515;53455.71417252126;53205.00038662783;52661.11340636411;52264.329781267516;51699.92065277892;51179.783559751326;50795.53735696657;50443.08466418726;50211.43295887355;50002.633393943186;49551.82362159853;49306.401050265544;49167.88437752607;48963.66234756096;48861.227418170056;48774.26206694499;48701.961277344715;48643.58052540063;48598.43020238713;48565.87064338613;48469.23777550075;48461.8122288614;48465.24484919669;48479.060153547645;48429.76802722146;48464.5248066518;48508.35977801507;48560.9124282077;48621.8446248233;48620.72201200168;48490.76392796848;48511.32002326031;48540.662650602404;48578.4481601761;48691.350829259245;48810.51699916928;48935.74981499954;49066.86303387335;49203.68031936328;49346.034591467105;49428.49785460043;49388.10554895774;49485.50036090832;49652.905291697825;49825.01067796415;49938.09241706162;49993.56011031786;50181.48945855028;50310.82359518536;50507.8295170082;50708.835104711296;50789.17624419798;50937.347811780215;51151.96451204058;51370.21397288416;51592.02689721422;51817.33691510632;52046.08043086549;52278.196479573584;52575.28052805281;52690.20149418342;52871.32721202003;53117.57631822387;53366.90411315595;53558.000956876174;53813.919440622325;54011.5924451398;54273.88810976427;54539.02494782559;54868.225775312836;55199.80766804029;55472.19730941704;55747.30268471001;56086.73759165837;56366.666666666686;56711.08610485954;57057.77125372147;57220.43463078751;57386.9220613012;57618.852163027506;57915.52644945844;58276.606432046494;58577.67721469414;58695.03865396885;59002.21977118215;59311.735643051026;59623.56568097616;59875.46111627629;60192.282628102126;60511.354532660145;60895.22451627566;61218.33444874444;61543.64793177431;61871.14843128684;62074.81976081699;62407.43168012629;62805.385670881136;63141.8599802635;63290.2978183541;63632.09790496495;64039.53041506259;64448.89752516664;64860.19444165075;65273.4164900918;65688.5591115879;65846.9532357109;66202.27625907717;66494.86532857412;66725.03687268343;67022.5823287549;67387.16633947361;67688.70060752124;68057.4823081959;68362.9458151252;68735.8767945931;69110.70544743509;69487.4237645223;69866.02393937929;70246.49836181545;70628.83961179393;71013.04045352951;71399.09382980477;71786.99285649537;72243.8219109555;72702.47868613433;73162.96121505814;73625.2675721708;74089.3958722493;74555.34426935356;75023.11095580815;75492.69416121628;75964.0921515033;76437.30322799053;76842.22728601933;77108.65269359945;77377.44714173843;77788.889069128;77991.16518865444;78266.43760454288;78754.99114687702;79103.92773542795;79384.08860242952;79807.96408836897;80304.68868945587;80803.20521411048;81303.5127051472;81805.61022315275;82309.49684607529;82815.17166882537;83322.63380288784;83685.11672031679;83902.84151050288;84343.09650872594;84785.04893522846;85228.69539263965;85674.03255301507;86121.05715607197;86569.76600747851;87020.1559771947;87472.22399786288;87925.96706324627;88305.83774633353;88763.16203510185;89146.21685869206;89607.10509621483;90069.65192537163;90533.85473600392;90999.7109680966;91544.41567979855;92090.90041752043;92639.16477380706;93189.20834779163;93662.3775809754;94137.18981208667;94692.81413961759;95170.67638558798;95490.89911267723;95972.48591058969;96535.81534220402;96940.06092057761;97426.53360055982;97995.54228376198;98485.04118183337;99057.72099612547;99632.18103252217;100208.42103182836;100786.44073874844;101283.15068780852;101864.83788488738;102448.30461483297;103033.55064216527;103620.5757348772;104039.66675862751;104460.42404998463;105053.20734203127;105647.7712291491;106244.11551337026;106755.81652185728;107009.69976118053;107611.88548501828;108215.85408831073;108821.60540611323;109429.13927579357;110038.45553699217;110649.554031582;111262.43460363033;111877.09709936113;112493.54136711618;113111.76725732087;113731.77462244747;114353.56331698009;114977.1331973811;115602.48412205724;116137.2855495904;116766.29295928465;117118.33635083484;117658.09752798855;118292.81969864902;118741.8456633905;119286.33803705807;119832.40484281915;120474.61841557224;121118.6184029245;121668.98179662295;122220.91549492601;122774.41823305539;123233.2844678147;123790.1285698851;124348.53756585668;124908.51028088824;125275.56763798237;125644.4781738029;126209.93917881706;126874.81331810597;127541.48509631294;128012.61275087722;128485.30670033116;129058.54455236561;129732.76083334192;130408.7788329361;130986.2817233007;131665.97009621694;132347.46093849803;133030.75420749627;133715.84986106714;134198.01059785477;134886.84183538807;135474.3987670453;135754.08833323338;136448.64473343216;137145.0096408054;137843.18302445687;138543.1648538432;139350.2563664331;139736.90972313087;140336.6116192799;140725.9513527719;141329.10976030352;141614.9727993872;142221.7628770153;142723.40996082965;143333.45147722284;144052.37644229314;144665.3003442686;145387.91778886484;146112.35870242113;146838.6230706658;147676.43935955426;148296.0965846871;148917.2826184975;149429.2465468084;150053.67179661326;150346.14859725154;150974.1684448349;151715.42492042048;152234.2573892025;152979.25672549664;153726.09046923087;154474.7586128495;154770.60483943622;958500.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
1,120.0;120.0,999900.0
