numPlayed,heuristicList,remainingTime
22,24.0;21.0;21.0;19.0;19.0;17.0;18.0;16.0;17.0;14.0;14.0;14.0;13.0;12.0;12.0;12.0;13.0;12.0;12.0;12.0;13.0;12.0;12.0,70.0;136.66666666666669;126.66666666666669;153.33333333333334;139.14728682170545;168.57142857142856;161.0843373493976;184.83660130718954;162.36486486486487;156.18556701030928;157.51388888888886;153.2885906040268;145.50135501355015;142.969696969697;143.73776908023484;154.06360424028264;158.00940438871476;163.5211267605634;170.3196930946291;185.7713828936851;194.10143329658217;203.38775510204084
7,25.0;22.0;20.0;19.0;20.0;18.0;19.0;19.0,73.33333333333334;79.33333333333333;92.5;143.07692307692307;147.22222222222223;189.99999999999991;239.35483870967738
6,25.0;21.0;21.0;19.0;19.0;19.0;19.0,52.5;101.66666666666666;104.44444444444446;130.0;165.3508771929825;208.33333333333331
6,25.0;21.0;19.0;19.0;20.0;19.0;19.0,52.5;62.22222222222223;90.0;153.33333333333334;192.4242424242424;240.47619047619054
5,25.0;21.0;21.0;21.0;20.0;21.0,52.5;101.66666666666666;168.33333333333334;196.0;302.17391304347825
5,21.0;20.0;19.0;18.0;17.0;2.147483647E9,200.0;190.0;180.0;170.0;999950.0
5,23.0;19.0;19.0;18.0;19.0;19.0,47.5;91.66666666666666;116.66666666666669;197.7777777777778;300.0
5,23.0;18.0;17.0;18.0;17.0;18.0,36.0;54.44444444444444;103.75;135.0;214.81481481481484
5,25.0;22.0;21.0;20.0;21.0;21.0,73.33333333333334;103.33333333333333;122.5;198.00000000000003;290.97222222222223
5,25.0;21.0;20.0;19.0;20.0;20.0,52.5;78.0;96.8421052631579;155.0;226.4367816091954
5,22.0;19.0;19.0;18.0;18.0;18.0,63.33333333333334;123.33333333333334;147.5;193.33333333333334;252.08333333333331
5,25.0;21.0;20.0;19.0;20.0;20.0,52.5;78.0;96.8421052631579;155.0;226.4367816091954
5,25.0;21.0;21.0;21.0;20.0;21.0,52.5;101.66666666666666;168.33333333333334;196.0;302.17391304347825
5,26.0;22.0;21.0;21.0;20.0;21.0,55.0;82.0;125.625;149.23076923076923;221.50537634408602
