numPlayed,heuristicList,remainingTime
106,17.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;15.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;13.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;2.147483647E9,160.0;316.66666666666663;526.6666666666666;789.9999999999999;1106.6666666666667;1476.6666666666667;1900.0000000000002;2376.6666666666665;2906.666666666667;3490.0;4126.666666666666;4816.666666666666;999870.0;999860.0;999850.0;999840.0;999830.0;999820.0;999810.0;999800.0;999790.0;999780.0;999770.0;999760.0;999750.0;999740.0;999730.0;999720.0;999710.0;999700.0;999690.0;999680.0;999670.0;999660.0;999650.0;999640.0;999630.0;999620.0;999610.0;999600.0;34852.35632183906;10434.117647058827;6400.857142857143;4751.586021505375;3860.0467289719627;3305.228426395939;2929.364739471806;2659.9999999999995;2352.0;2128.91156462585;1960.972972972973;1830.9032258064517;1727.9805352798053;1645.1999999999998;1577.7914110429447;1522.393939393939;1476.5714285714284;1438.5148514851485;1406.8527131782944;1380.5263157894733;1358.7053941908712;1340.729658792651;1326.067415730337;1314.2857142857142;1305.0284414106943;1298.0;1292.952978056427;1289.6787148594378;1288.0000000000005;1287.7653631284918;1288.844564240791;1291.125;1294.5088161209069;1298.9105691056914;1304.255319148936;1310.477064220183;1317.5174461766892;1325.3246753246754;1333.8526315789477;1343.0601092896177;1352.9101796407185;1363.3696498054474;1374.4086021505377;1386.0;1398.1193490054247;1410.7444051825678;1423.8549222797928;1437.4324324324325;1451.4600550964187;1465.922330097087;1480.805071315373;1496.0952380952385;1511.7808219178078;1527.850746268657;1544.294777940459;1561.1034482758619;1578.2679830747534;1595.7802400738688;1613.6326530612241;1631.8181818181824;1650.330267192291;1669.1627906976719;1688.3100381194413;1707.7666666666669;1727.5276752767531;998940.0
13,17.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;17.0,160.0;316.66666666666663;526.6666666666666;789.9999999999999;1106.6666666666667;1476.6666666666667;1900.0000000000002;2376.6666666666665;2906.666666666667;3490.0;4126.666666666666;4816.666666666666;999870.0
13,20.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;18.0;18.0;18.0;18.0,56.66666666666667;110.0;182.22222222222226;273.33333333333337;383.33333333333337;512.2222222222221;660.0;826.6666666666667;1012.2222222222224;1860.0000000000002;3776.666666666668;10533.333333333338;999870.0
13,17.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;17.0,160.0;316.66666666666663;526.6666666666666;789.9999999999999;1106.6666666666667;1476.6666666666667;1900.0000000000002;2376.6666666666665;2906.666666666667;3490.0;4126.666666666666;4816.666666666666;999870.0
6,18.0;17.0;17.0;17.0;17.0;17.0;18.0,170.0;336.66666666666663;560.0;839.9999999999999;1176.6666666666667;999940.0
6,18.0;17.0;17.0;17.0;17.0;17.0;18.0,170.0;336.66666666666663;560.0;839.9999999999999;1176.6666666666667;999940.0
1,16.0;16.0,999990.0
1,17.0;17.0,999990.0
1,17.0;17.0,999990.0
1,17.0;17.0,999990.0
1,16.0;16.0,999990.0
