numPlayed,heuristicList,remainingTime
85,17.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;15.0;14.0;14.0;14.0;14.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;13.0;13.0;12.0;13.0;11.0;11.0;13.0;12.0;9.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.147483647E9,1600.0;3166.6666666666665;5266.666666666666;7899.999999999996;11066.666666666668;14766.66666666667;19000.0;23766.666666666664;29066.666666666668;34899.99999999999;998900.0;998800.0;998700.0;998600.0;998500.0;998400.0;998300.0;998200.0;998100.0;998000.0;997900.0;997800.0;997700.0;997600.0;997500.0;997400.0;997300.0;997200.0;997100.0;997000.0;996900.0;306099.9999999999;93237.16814159293;58343.298969072166;50949.305555555555;46111.88811188812;42772.891566265054;40389.24162257495;38653.53773584906;37378.72340425532;36444.44444444444;35769.75088967972;35298.19078947368;34989.19469928644;34812.857142857145;34746.648793565684;34773.274410774415;34879.236276849646;35053.846153846156;31535.598705501623;28939.030612244904;25806.986899563322;24440.24577572965;21703.611738148986;19672.345679012345;19243.213296398884;18346.57360406092;16242.543859649122;13648.12785388128;11796.557120500784;10408.8295687885;9330.170316301703;8467.816091954024;7762.78606965174;7175.786593707253;6679.62962962963;6254.90425947636;5887.381473377098;5566.393162393162;5209.388971684057;4895.948600153133;4618.510158013543;4371.175895475957;4149.278292614434;3949.075186163822;3767.531278608485;3602.1587625361226;3450.8992053534093;3312.0347477447376;3184.120465434633;3065.932234771335;2956.4261086672195;2854.7063432907125;2760.0;991500.0
11,17.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;17.0,1600.0;3166.6666666666665;5266.666666666666;7899.999999999996;11066.666666666668;14766.66666666667;19000.0;23766.666666666664;29066.666666666668;34899.99999999999;998900.0
11,17.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;17.0,1600.0;3166.6666666666665;5266.666666666666;7899.999999999996;11066.666666666668;14766.66666666667;19000.0;23766.666666666664;29066.666666666668;34899.99999999999;998900.0
10,17.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;17.0,1600.0;3166.6666666666665;5266.666666666666;7899.999999999996;11066.666666666668;14766.66666666667;19000.0;23766.666666666664;29066.666666666668;999000.0
10,17.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;17.0,1600.0;3166.6666666666665;5266.666666666666;7899.999999999996;11066.666666666668;14766.66666666667;19000.0;23766.666666666664;29066.666666666668;999000.0
6,19.0;17.0;17.0;17.0;18.0;18.0;18.0,850.0;1666.6666666666667;2766.6666666666665;8600.0;30666.666666666664;999400.0
5,18.0;17.0;17.0;17.0;17.0;18.0,1700.0;3366.6666666666665;5600.0;8399.999999999996;999500.0
4,18.0;17.0;17.0;17.0;18.0,1700.0;3366.6666666666665;5600.0;999600.0
4,18.0;17.0;17.0;17.0;18.0,1700.0;3366.6666666666665;5600.0;999600.0
1,16.0;16.0,999900.0
1,17.0;17.0,999900.0
