numPlayed,heuristicList,remainingTime
44,29.0;19.0;20.0;18.0;20.0;20.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;18.0;19.0;19.0;18.0;19.0;20.0;20.0;21.0;21.0;19.0;16.0;18.0;18.0;16.0;18.0;17.0;15.0;16.0;17.0;11.0;10.0;7.0;9.0;10.0;10.0;10.0;10.0;10.0;10.0;9.0;10.0;2.147483647E9,190.0;403.7037037037038;521.875;915.7894736842106;1420.4545454545453;1771.4285714285716;2182.3529411764707;2650.0;3172.826086956521;3749.999999999999;4381.03448275862;5065.625;5233.986928104575;6038.211382113822;6900.0;7112.871287128715;8088.364779874213;10041.176470588236;12350.000000000004;17027.777777777777;23904.999999999996;24453.846153846163;17499.72337482711;17018.705035971223;16785.714285714283;14347.19471947195;14672.665148063781;14105.97609561753;12282.71803103264;11654.06162464986;11755.167958656331;9269.395711500976;7527.1548436308185;5892.9328621908135;5115.963606286188;4664.634146341463;4318.820333721383;4047.7490086307434;3831.66613571201;3657.309941520468;3515.446275781319;3334.3936381709746;3244.981412639405;995600.0
22,28.0;21.0;20.0;18.0;19.0;20.0;20.0;19.0;19.0;19.0;18.0;19.0;18.0;17.0;18.0;19.0;19.0;19.0;20.0;20.0;20.0;21.0;21.0,299.99999999999994;475.0;551.6129032258065;809.5238095238094;1281.25;1862.962962962963;2235.820895522388;2666.6666666666665;3151.612903225807;3310.3448275862065;3918.75;4152.631578947367;4078.8359788359785;4459.748427672957;5277.272727272727;6168.421052631577;7133.757062146893;8923.008849557522;11056.944444444445;13595.46925566343;18776.0;26522.222222222215
16,23.0;19.0;20.0;19.0;20.0;19.0;19.0;19.0;19.0;18.0;19.0;18.0;19.0;19.0;20.0;20.0;20.0,475.0;1277.7777777777778;1690.909090909091;3166.6666666666665;3638.8888888888887;4333.333333333333;5180.0;6155.555555555555;5858.823529411765;7142.857142857143;7129.629629629628;8647.36842105263;10318.75;14766.666666666668;21208.333333333332;30879.999999999996
13,22.0;19.0;20.0;19.0;19.0;19.0;19.0;19.0;18.0;19.0;19.0;19.0;20.0;20.0,633.3333333333334;1933.333333333333;2350.0;3100.0;4052.083333333333;5180.000000000001;6475.0;6044.444444444443;7715.384615384615;9595.238095238095;11684.444444444445;18922.222222222223;31970.370370370372
11,21.0;20.0;18.0;20.0;18.0;19.0;18.0;19.0;19.0;20.0;19.0;19.0,2000.0;1211.1111111111113;3800.0;3033.333333333333;4583.333333333333;4572.727272727272;6634.782608695651;9155.555555555555;19350.000000000004;22944.44444444445;26858.333333333332
8,21.0;19.0;20.0;19.0;20.0;19.0;19.0;20.0;20.0,950.0;3900.0;3800.0;9700.000000000002;8354.166666666668;8833.333333333334;17966.666666666664;38933.33333333334
5,20.0;19.0;18.0;20.0;18.0;20.0,1900.0;1800.0;19099.999999999996;6133.333333333334;66833.33333333334
1,20.0;20.0,999900.0
1,28.0;29.0,999900.0
1,29.0;29.0,999900.0
1,20.0;20.0,999900.0
