numPlayed,heuristicList,remainingTime
166,43.0;38.0;30.0;27.0;30.0;31.0;33.0;34.0;34.0;34.0;31.0;30.0;27.0;31.0;33.0;26.0;33.0;33.0;33.0;34.0;36.0;36.0;32.0;24.0;30.0;29.0;31.0;32.0;32.0;32.0;30.0;32.0;29.0;29.0;31.0;32.0;30.0;32.0;30.0;33.0;33.0;33.0;33.0;33.0;30.0;33.0;33.0;34.0;34.0;35.0;27.0;35.0;35.0;36.0;36.0;36.0;35.0;36.0;36.0;36.0;35.0;28.0;30.0;26.0;27.0;29.0;29.0;29.0;29.0;28.0;30.0;30.0;30.0;30.0;29.0;30.0;30.0;30.0;30.0;31.0;30.0;31.0;26.0;30.0;29.0;27.0;27.0;27.0;27.0;27.0;26.0;27.0;27.0;27.0;28.0;23.0;23.0;24.0;24.0;25.0;25.0;25.0;25.0;24.0;24.0;25.0;25.0;26.0;25.0;26.0;26.0;26.0;26.0;26.0;19.0;24.0;25.0;22.0;26.0;24.0;25.0;24.0;25.0;25.0;25.0;24.0;18.0;26.0;26.0;24.0;24.0;17.0;24.0;24.0;25.0;25.0;26.0;26.0;26.0;25.0;26.0;22.0;26.0;25.0;27.0;27.0;27.0;27.0;26.0;26.0;24.0;27.0;27.0;27.0;22.0;25.0;26.0;27.0;27.0;26.0;27.0;27.0;24.0;27.0;27.0;26.0;2.147483647E9,760.0;469.23076923076917;466.07142857142856;708.1081081081081;1084.2911877394636;1809.0909090909086;3056.0975609756097;4863.157894736842;7422.857142857141;7265.95744680851;6747.8036175710595;5308.0;6072.602739726026;7940.000000000002;6361.111111111111;8220.689655172415;10506.082725060825;13309.302325581393;18284.304932735424;32743.243243243232;78016.4383561644;75541.86046511626;25026.3839811543;23654.761904761897;21358.69565217391;22497.878787878788;25255.353075170835;28230.136986301375;31431.045003813895;30403.225806451614;33760.4462474645;30891.46757679181;28940.206185567007;30464.772727272728;33766.090297790586;33546.03174603176;37069.62365591399;36789.76897689769;42772.58278145695;49851.85185185186;58301.28402670773;68491.94630872487;80939.77900552486;75299.8928188639;88802.12014134278;105574.50980392151;141846.84684684686;203257.89473684214;435423.02631578967;173541.66666666674;309045.8333333334;988975.0000000016;994700.0;994600.0;994500.0;994400.0;994300.0;994200.0;994100.0;994000.0;993900.0;993800.0;993700.0;993600.0;993500.0;993400.0;620783.6431226765;364599.99999999994;239328.45744680837;210851.35135135136;190137.6302083333;174459.31034482765;162233.487654321;144742.2310756972;137897.62340036564;132216.8918918919;127454.94505494507;123431.3782991202;124720.02854424357;121357.16413464406;122855.29873528129;105080.71065989847;103753.34947538342;99697.2972972973;91281.97424892703;84597.68160741884;79174.27969079408;74697.93814432989;70951.16002379537;66575.0;63992.75313240773;61762.72515363424;59824.243785564526;58998.82352941176;54305.243203653416;50478.26904985892;47871.94244604319;45639.7534877421;44188.94863178108;42908.246859639556;41772.65149548615;40761.87335092347;39483.06514607093;38347.36321361433;37666.180135279465;37053.57876009306;36811.946139559564;36298.19762239549;36126.93238964425;35980.60518268147;35857.34335545245;35755.47169811321;35673.487085213455;33813.66996356064;33342.13833316578;33143.882970058316;32298.62494738317;32384.58860179587;32052.06917484713;31956.4953635497;31673.140043763677;31614.28806313713;31568.945846054943;31536.313639220614;31324.98246956079;30049.86589343965;30262.614654341705;30479.64004499437;30352.5244551227;30240.19180470793;29006.388553002813;28953.030586183275;28910.23912645642;29029.581183247334;29153.964224570525;29435.46430237985;29719.78980536823;30006.91580266606;30142.460106010047;30436.45908427143;30121.54485812253;30425.862621514803;30581.09251070401;31044.274809160284;31510.918674698783;31981.024106743687;32454.59110473458;32770.892494928994;33089.75607307769;33089.80175559724;33576.97434515205;34067.67642331856;34561.90798867405;34234.869881452796;34409.643561895;34750.19164165319;35257.50625617006;35768.46254527745;36114.327075322326;36632.355587547245;37154.04008769182;37160.4481225514;37688.731746831;38220.71428571428;38579.066655154566;983400.0
31,42.0;37.0;37.0;37.0;37.0;38.0;31.0;29.0;28.0;30.0;27.0;26.0;29.0;32.0;33.0;33.0;33.0;26.0;32.0;33.0;33.0;34.0;34.0;36.0;36.0;37.0;36.0;36.0;31.0;33.0;35.0;36.0,740.0;1446.6666666666665;2400.0;3600.0;6400.0;3041.935483870968;2212.711864406779;1915.0183150183148;2053.947368421053;1953.9473684210525;1882.097186700767;2111.3122171945697;2642.9515418502197;3371.9764011799407;4217.777777777777;5189.285714285715;4723.893805309734;5549.4773519163755;6714.007092198581;8040.914560770156;9986.04206500956;12332.52032520325;17023.694779116464;24123.076923076937;39745.7627118644;66646.66666666669;143442.85714285704;89694.5945945946;95455.19480519483;163460.0000000001;996900.0
19,38.0;31.0;30.0;31.0;31.0;33.0;29.0;29.0;29.0;28.0;29.0;27.0;30.0;30.0;30.0;33.0;33.0;33.0;34.0;34.0,442.8571428571428;725.0;1327.2727272727273;2100.0;4465.277777777778;3754.545454545454;3784.375;4060.3174603174593;4061.946902654867;4621.212121212122;4478.420038535645;5613.483146067415;6897.814207650275;8335.4609929078;13263.513513513515;22355.555555555555;43008.33333333333;351900.0000000003;998100.0
18,42.0;34.0;30.0;27.0;30.0;31.0;31.0;32.0;33.0;35.0;37.0;29.0;30.0;33.0;33.0;33.0;32.0;34.0;36.0,425.0;488.8888888888889;528.5714285714286;851.6129032258066;1366.6666666666667;2007.692307692308;3065.822784810126;4970.370370370369;10959.574468085106;361500.00000000163;20158.518518518522;14910.526315789475;21048.529411764714;29602.222222222223;41749.99999999999;43360.00000000002;91933.33333333328;998200.0
17,38.0;37.0;37.0;29.0;33.0;28.0;30.0;31.0;32.0;33.0;33.0;30.0;33.0;33.0;34.0;36.0;36.0;36.0,3700.0;7366.666666666667;1155.5555555555554;1733.3333333333335;1433.3333333333333;1717.3913043478265;2230.8411214953276;3050.2923976608186;4382.142857142856;6063.636363636364;6059.101654846336;8129.411764705881;10687.786259541987;15666.66666666666;34801.5873015873;192228.57142857145;998300.0
12,42.0;38.0;31.0;30.0;27.0;30.0;31.0;34.0;34.0;34.0;34.0;37.0;37.0,950.0;572.7272727272727;669.7674418604653;684.2105263157896;978.7234042553191;1428.301886792453;2496.907216494845;4100.0;6463.291139240507;9928.571428571428;33667.857142857145;998800.0
9,42.0;34.0;27.0;30.0;31.0;31.0;32.0;33.0;34.0;38.0,425.0;357.7777777777778;623.2558139534885;1061.5384615384617;1614.7540983606555;2537.5000000000005;4200.0;7766.666666666668;999100.0
8,39.0;31.0;30.0;27.0;31.0;32.0;33.0;34.0;37.0,387.5;640.7407407407409;708.1081081081081;1380.0000000000005;2666.6666666666665;5646.666666666667;17640.0;999200.0
8,38.0;31.0;30.0;27.0;30.0;31.0;33.0;34.0;37.0,442.8571428571428;725.0;776.4705882352941;1360.0;2410.569105691057;5566.666666666666;21875.0;999200.0
5,32.0;30.0;27.0;30.0;31.0;38.0,1500.0;1086.6666666666667;3155.555555555556;14799.999999999998;999500.0
