numPlayed,heuristicList,remainingTime
163,43.0;38.0;30.0;27.0;30.0;31.0;33.0;34.0;34.0;34.0;37.0;30.0;30.0;31.0;33.0;33.0;33.0;26.0;33.0;33.0;33.0;30.0;33.0;34.0;34.0;34.0;36.0;37.0;31.0;30.0;31.0;32.0;32.0;32.0;33.0;34.0;31.0;30.0;29.0;30.0;32.0;34.0;35.0;34.0;35.0;35.0;32.0;34.0;35.0;35.0;30.0;32.0;34.0;33.0;34.0;35.0;34.0;35.0;32.0;25.0;30.0;27.0;28.0;27.0;28.0;30.0;31.0;24.0;28.0;29.0;29.0;29.0;29.0;29.0;29.0;30.0;30.0;26.0;29.0;30.0;28.0;31.0;30.0;31.0;28.0;30.0;29.0;30.0;31.0;31.0;31.0;27.0;26.0;28.0;27.0;26.0;29.0;29.0;29.0;26.0;26.0;30.0;30.0;26.0;27.0;25.0;27.0;26.0;28.0;22.0;27.0;27.0;28.0;28.0;25.0;27.0;28.0;28.0;24.0;27.0;28.0;28.0;28.0;28.0;20.0;27.0;29.0;29.0;28.0;29.0;29.0;29.0;28.0;23.0;26.0;26.0;27.0;28.0;26.0;28.0;28.0;28.0;27.0;29.0;27.0;29.0;29.0;28.0;27.0;29.0;27.0;29.0;29.0;26.0;27.0;28.0;24.0;27.0;23.0;28.0;28.0;25.0;26.0;2.147483647E9,760.0;469.23076923076917;466.07142857142856;708.1081081081081;1084.2911877394636;1809.0909090909086;3056.0975609756097;4863.157894736842;7422.857142857141;21323.529411764703;12192.888888888889;9803.448275862069;9777.083333333332;12133.333333333332;14833.333333333334;17900.0;11165.272496831432;13631.25;16489.558232931722;19787.87878787878;18291.610738255036;21786.111111111113;28276.470588235294;37073.873873873876;49404.76190476191;102183.33333333334;997300.0;277141.66666666674;109516.79197994997;84968.08510638299;82734.90566037735;81383.05084745766;80680.7692307692;91732.00000000001;122380.48780487807;101140.29850746272;79188.04347826086;61633.59683794466;55270.413223140495;57724.35897435898;69444.20677361854;92461.40350877195;115226.90355329945;169863.42592592593;289046.70329670334;261834.5794392522;394109.42982456094;995200.0;995100.0;995000.0;694496.3636363635;994800.0;994700.0;994600.0;994500.0;994400.0;994300.0;994200.0;698283.73015873;369373.4939759039;187590.72164948453;137467.63485477178;104843.14024390245;89608.02005012531;85260.19047619049;84807.72578890098;67072.73486430063;62227.611940298506;59873.86049723759;57907.455012853476;56253.84615384615;54856.65914221221;53672.47340425531;52667.303822937625;52849.7692494535;53071.488961953975;49501.71375964876;49050.832994717595;49522.59786476868;48359.108454737885;49726.53967079711;50275.67665102851;51677.91085687048;50590.36961681926;51204.326923076915;51039.6886329708;51696.30383711824;53162.674961119745;54650.810810810806;56160.73619631901;54341.27579737337;52025.195154777924;51379.14783731439;50155.23669364728;48466.678216678214;48721.208023439256;48993.00330033004;49281.17343649258;47884.44851817904;46648.277197057694;47574.440506975705;48509.78199052134;47357.11317857465;46810.86350974932;45399.46347503095;45011.508379888284;44243.6638063132;44374.217697260065;42152.807654700366;41999.366286438526;41872.22882811467;42126.97590049234;42390.91987627642;41613.179430804936;41574.445900857965;41889.19077175314;42211.01197329035;41227.13639872092;41265.13901619311;41631.55659375664;42003.60784313725;42381.185398853035;42764.188194691174;40720.14868471217;40853.007635966955;41573.449684366875;42300.16591390911;42732.6660600546;43471.517643338004;44216.68311944717;44968.162574089765;45409.03010033446;44316.29213483145;44185.55307846861;44073.29430763019;44265.07823048209;44752.68753846358;44666.056597969844;45165.347589513345;45668.449197860966;46175.34946136354;46393.164965861535;47204.471886303014;47425.47862386641;48248.665591975645;49079.19311508926;49606.87597118238;49829.104321803876;50677.48365786616;50902.64973024653;51762.99306311208;52630.879331753036;52534.69164092859;52770.39098827689;53331.03429622417;52629.29413991042;52891.66848215119;51945.888071993875;52533.53662182363;53124.82202183199;52815.80617387858;52822.91095890412;983700.0
26,44.0;39.0;31.0;27.0;30.0;31.0;33.0;34.0;34.0;34.0;35.0;37.0;33.0;37.0;30.0;29.0;30.0;29.0;33.0;33.0;33.0;33.0;34.0;34.0;36.0;37.0;37.0,780.0;484.61538461538464;447.45762711864415;655.0000000000002;977.4305555555554;1580.0;2561.8556701030925;3897.8723404255315;5660.439560439563;9038.461538461539;22119.379844961244;21499.999999999996;90923.52941176477;24303.508771929814;14493.333333333334;12307.692307692309;10506.36042402827;12316.783216783215;14305.882352941173;16479.45205479452;18843.05084745762;23227.536231884056;28569.52010376135;44395.789473684206;98622.44897959189;997400.0
25,43.0;38.0;30.0;27.0;30.0;31.0;34.0;34.0;34.0;35.0;37.0;30.0;37.0;30.0;28.0;30.0;31.0;33.0;26.0;33.0;32.0;34.0;36.0;36.0;37.0;37.0,760.0;469.23076923076917;466.07142857142856;708.1081081081081;1084.2911877394636;1973.1707317073174;3290.909090909091;5174.074074074073;9108.620689655172;30583.333333333343;13785.572139303486;46784.61538461534;19448.68421052631;11372.727272727274;10358.910891089108;10666.666666666668;12886.781609195403;9515.730337078652;11525.936599423632;12990.689013035382;16600.917431192665;25195.238095238095;41568.92655367232;108933.33333333326;997500.0
25,42.0;38.0;29.0;30.0;31.0;31.0;33.0;29.0;29.0;25.0;28.0;30.0;27.0;30.0;30.0;30.0;30.0;31.0;33.0;30.0;33.0;33.0;33.0;34.0;35.0;37.0,950.0;458.974358974359;622.2222222222223;933.3333333333335;1313.3333333333333;2100.0;2183.48623853211;2380.9523809523803;2076.8115942028985;2327.868852459016;2900.772200772201;3030.967741935485;3710.248447204969;4464.071856287425;5293.352601156069;6198.882681564247;7583.380547686498;10369.230769230764;11539.024390243903;15758.215962441314;21825.416666666668;31002.04081632654;54492.764857881164;213368.42105263166;997500.0
24,40.0;38.0;30.0;27.0;30.0;31.0;33.0;34.0;34.0;34.0;37.0;30.0;30.0;32.0;33.0;26.0;33.0;33.0;29.0;33.0;34.0;34.0;34.0;36.0;36.0,1900.0;620.0;568.0851063829787;864.5161290322583;1337.962962962963;2317.142857142857;4177.049180327868;7215.384615384616;12251.162790697677;183500.0000000002;22034.92063492063;14380.0;15600.0;19750.370370370372;10678.756476683937;13600.0;17145.714285714286;14578.991596638649;18172.44444444444;25010.41666666666;35149.68553459119;51211.11111111112;158912.05673758863;997600.0
10,43.0;38.0;27.0;30.0;33.0;34.0;34.0;34.0;34.0;38.0;37.0,760.0;350.0;540.0;1021.4285714285716;1847.9532163742688;2996.5517241379307;4508.474576271186;6422.222222222223;22320.0;999000.0
8,43.0;31.0;27.0;30.0;31.0;34.0;34.0;35.0;37.0,258.33333333333337;320.83333333333326;611.6279069767443;1095.9999999999998;2472.222222222222;5111.764705882352;14294.736842105263;999200.0
7,39.0;30.0;27.0;30.0;31.0;34.0;34.0;35.0,333.33333333333337;433.33333333333337;900.0;1762.5;5614.035087719299;29699.999999999956;999300.0
7,39.0;27.0;30.0;30.0;31.0;33.0;34.0;37.0,225.0;611.1111111111111;1162.5;2215.3846153846157;5907.407407407409;44500.0;999300.0
1,37.0;37.0,999900.0
1,43.0;43.0,999900.0
