numPlayed,heuristicList,remainingTime
39,33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;25.0;25.0;25.0;24.0;23.0;20.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;17.0;19.0;18.0;19.0;20.0;20.0;19.0;18.0;17.0;16.0;17.0;18.0;20.0;19.0;19.0;19.0;19.0;19.0,3200.0;3100.0;4385.714285714285;4285.714285714285;3923.076923076923;3590.909090909091;2673.4939759036147;2485.2459016393445;2511.8012422360243;2640.0000000000005;2672.266666666667;2639.7435897435903;2348.18401937046;2128.2828282828286;1949.8480243161098;1797.0149253731342;1660.7376766632206;1625.1798561151077;1615.831344470963;1625.7727056585827;1650.6787330316738;1687.706855791962;1819.7096594081513;1913.4796238244517;2060.1391650099395;2263.1477927063343;2475.4174397031547;2639.8936170212764;2752.8721174004195;2814.465408805032;2827.8712509144116;2908.2526509912404;3052.436194895593;3323.682498373453;3540.1663508106976;3763.535911602209;3993.7910447761224;4230.931628897929;4474.957555178269
39,34.0;33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;25.0;25.0;25.0;24.0;23.0;20.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;17.0;19.0;18.0;19.0;20.0;20.0;19.0;19.0;19.0;19.0;19.0;19.0;20.0;19.0;20.0;20.0;20.0,3300.0;3200.0;3100.0;3825.0;3876.543209876543;3700.0;3479.411764705883;2737.931034482758;2548.1707317073174;2547.169811320755;2640.0;2655.0;2616.539440203562;2349.8687664041995;2141.0658307210037;1967.3469387755104;1816.0858852516722;1679.7872340425533;1637.8294573643411;1621.2121212121215;1623.3581164807938;1640.0900900900901;1668.6274509803916;1785.1851851851852;1866.7275216795988;1996.6435185185173;2177.322175732217;2365.751211631664;2511.2440499163768;2662.6016260162605;2819.7802197802193;2982.7429609445953;3151.4585381842026;3325.90018951358;3569.3674265762993;3754.193932183226;4013.978494623654;4282.196969696971;4558.8496804667975
39,33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;25.0;25.0;25.0;24.0;23.0;20.0;19.0;18.0;17.0;16.0;17.0;17.0;17.0;17.0;17.0;19.0;18.0;19.0;20.0;20.0;19.0;18.0;17.0;16.0;17.0;18.0;20.0;19.0;19.0;19.0;19.0;19.0,3200.0;3100.0;4385.714285714285;4285.714285714285;3923.076923076923;3590.909090909091;2673.4939759036147;2485.2459016393445;2511.8012422360243;2640.0000000000005;2672.266666666667;2639.7435897435903;2348.18401937046;2128.2828282828286;1949.8480243161098;1797.0149253731342;1660.7376766632206;1625.1798561151077;1615.831344470963;1625.7727056585827;1650.6787330316738;1687.706855791962;1819.7096594081513;1913.4796238244517;2060.1391650099395;2263.1477927063343;2475.4174397031547;2639.8936170212764;2752.8721174004195;2814.465408805032;2827.8712509144116;2908.2526509912404;3052.436194895593;3323.682498373453;3540.1663508106976;3763.535911602209;3993.7910447761224;4230.931628897929;4474.957555178269
17,33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0,3200.0;3100.0;4385.714285714285;4285.714285714285;3923.076923076923;3590.909090909091;2673.4939759036147;2485.2459016393445;2511.8012422360243;2640.0000000000005;2830.5439330543936;3066.187050359712;3338.1703470031543;3641.5730337078658;3973.4177215189875;4331.797235023041;4715.433403805497
17,33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0,3200.0;3100.0;4385.714285714285;4285.714285714285;3923.076923076923;3590.909090909091;2673.4939759036147;2485.2459016393445;2511.8012422360243;2640.0000000000005;2830.5439330543936;3066.187050359712;3338.1703470031543;3641.5730337078658;3973.4177215189875;4331.797235023041;4715.433403805497
17,33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0,3200.0;3100.0;4385.714285714285;4285.714285714285;3923.076923076923;3590.909090909091;2673.4939759036147;2485.2459016393445;2511.8012422360243;2640.0000000000005;2830.5439330543936;3066.187050359712;3338.1703470031543;3641.5730337078658;3973.4177215189875;4331.797235023041;4715.433403805497
17,33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0,3200.0;3100.0;4385.714285714285;4285.714285714285;3923.076923076923;3590.909090909091;2673.4939759036147;2485.2459016393445;2511.8012422360243;2640.0000000000005;2830.5439330543936;3066.187050359712;3338.1703470031543;3641.5730337078658;3973.4177215189875;4331.797235023041;4715.433403805497
8,33.0;32.0;31.0;31.0;30.0;29.0;28.0;25.0;2.147483647E9,3200.0;3100.0;4385.714285714285;4285.714285714285;3923.076923076923;3590.909090909091;2673.4939759036147;999200.0
5,35.0;34.0;33.0;32.0;32.0;32.0,3400.0;3300.0;3200.0;3950.0;4999.999999999999
5,35.0;34.0;33.0;32.0;32.0;32.0,3400.0;3300.0;3200.0;3950.0;4999.999999999999
3,35.0;34.0;33.0;33.0,3400.0;3300.0;4671.428571428571
3,35.0;34.0;33.0;33.0,3400.0;3300.0;4671.428571428571
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,35.0;34.0;33.0;33.0,3400.0;3300.0;4671.428571428571
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,35.0;34.0;33.0;33.0,3400.0;3300.0;4671.428571428571
3,35.0;34.0;33.0;33.0,3400.0;3300.0;4671.428571428571
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,35.0;34.0;33.0;33.0,3400.0;3300.0;4671.428571428571
3,35.0;34.0;33.0;33.0,3400.0;3300.0;4671.428571428571
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,35.0;34.0;33.0;33.0,3400.0;3300.0;4671.428571428571
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,35.0;34.0;33.0;33.0,3400.0;3300.0;4671.428571428571
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
3,34.0;33.0;32.0;32.0,3300.0;3200.0;4528.571428571428
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,33.0;32.0;32.0,3200.0;6366.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
2,34.0;33.0;33.0,3300.0;6566.666666666667
