numPlayed,heuristicList,remainingTime
17,11.0;8.0;8.0;8.0;8.0;8.0;8.0;9.0;8.0;6.0;7.0;6.0;8.0;8.0;7.0;6.0;6.0;2.147483647E9,266.6666666666667;500.0;822.2222222222222;1233.333333333333;1733.333333333333;2322.222222222222;4750.0;5229.62962962963;2932.499999999999;2923.0769230769233;2468.888888888889;3297.2972972972966;4291.780821917808;4422.480620155039;3872.8070175438606;3594.366197183098;998300.0
8,13.0;7.0;7.0;8.0;8.0;8.0;8.0;9.0;9.0,116.66666666666669;200.0;433.33333333333337;755.5555555555554;1166.6666666666667;1666.666666666667;3220.0;6016.666666666665
6,10.0;8.0;8.0;7.0;8.0;8.0;9.0,400.0;766.6666666666666;766.6666666666667;1439.9999999999998;2348.4848484848485;7433.333333333332
6,9.0;8.0;7.0;8.0;7.0;8.0;9.0,800.0;700.0;1850.0;1750.0;3666.666666666666;999400.0
6,10.0;7.0;8.0;8.0;8.0;8.0;9.0,233.33333333333337;733.3333333333334;1500.0;2533.333333333333;3833.333333333333;22899.99999999999
6,10.0;8.0;8.0;8.0;8.0;8.0;9.0,400.0;766.6666666666666;1266.6666666666667;1900.0;2666.6666666666665;7566.666666666666
5,9.0;7.0;8.0;7.0;8.0;8.0,350.0;1500.0;1400.0;3699.999999999999;8888.888888888889
5,10.0;7.0;8.0;8.0;8.0;9.0,233.33333333333337;733.3333333333334;1500.0;2533.333333333333;14333.333333333332
4,9.0;7.0;8.0;8.0;8.0,350.0;1500.0;3850.0;7800.0
3,8.0;7.0;7.0;8.0,700.0;1366.6666666666665;999700.0
1,7.0;7.0,999900.0
